"sample_id","side_or_trapnum","watershed","date","dipteran_large","terrestrial_large","caddisfly_large","mayfly_large","stonefly_large","other_large","dipteran_small","terrestrial_small","caddisfly_small","other_small"
"ST200383","B",5,2020-05-18,3,NA,NA,NA,NA,NA,48,1,NA,29
"ST200384","B",5,2020-05-18,4,NA,NA,NA,NA,1,152,15,NA,51
"ST200385","B",5,2020-05-18,2,NA,NA,NA,NA,1,49,8,NA,29
"ST200421","A",5,2020-05-26,10,NA,NA,NA,3,3,180,78,7,67
"ST200422","A",5,2020-05-26,4,2,NA,NA,2,NA,164,7,NA,28
"ST200423","A",5,2020-05-26,8,1,NA,NA,3,8,164,15,2,65
"ST200424","A",5,2020-05-26,13,1,NA,NA,2,8,275,8,1,56
"ST200425","A",5,2020-05-26,4,NA,1,NA,1,2,81,9,NA,28
"ST200421","B",5,2020-05-26,2,NA,1,NA,3,2,64,6,1,38
"ST200422","B",5,2020-05-26,1,3,NA,NA,1,2,162,7,NA,33
"ST200423","B",5,2020-05-26,NA,NA,NA,NA,NA,4,94,2,1,30
"ST200424","B",5,2020-05-26,1,2,NA,NA,4,5,259,6,NA,54
"ST200425","B",5,2020-05-26,4,NA,1,NA,3,4,226,22,NA,53
"ST200461","A",5,2020-06-01,6,2,NA,NA,1,10,108,3,NA,3
"ST200462","A",5,2020-06-01,3,NA,1,NA,1,5,188,13,NA,5
"ST200463","A",5,2020-06-01,1,NA,NA,NA,6,7,217,11,NA,7
"ST200464","A",5,2020-06-01,1,NA,NA,NA,NA,9,129,14,NA,11
"ST200465","A",5,2020-06-01,1,2,NA,NA,NA,4,180,11,NA,6
"ST200461","B",5,2020-06-01,3,1,NA,NA,3,7,92,7,NA,11
"ST200462","B",5,2020-06-01,4,NA,NA,NA,3,3,84,7,1,6
"ST200463","B",5,2020-06-01,NA,1,NA,NA,3,7,129,2,NA,6
"ST200464","B",5,2020-06-01,7,1,NA,NA,NA,8,161,7,NA,13
"ST200465","B",5,2020-06-01,1,3,1,NA,NA,4,110,5,NA,8
"ST200501","A",5,2020-06-08,1,1,1,NA,1,NA,78,6,NA,6
"ST200502","A",5,2020-06-08,1,NA,NA,NA,NA,6,91,9,NA,3
"ST200503","A",5,2020-06-08,2,NA,NA,NA,1,7,104,8,NA,3
"ST200504","A",5,2020-06-08,1,1,NA,NA,1,3,89,4,1,10
"ST200505","A",5,2020-06-08,2,2,NA,NA,1,3,76,5,NA,11
"ST200501","B",5,2020-06-08,2,NA,1,NA,NA,2,50,10,NA,7
"ST200502","B",5,2020-06-08,2,2,NA,NA,NA,1,54,4,NA,4
"ST200503","B",5,2020-06-08,2,NA,NA,NA,NA,NA,78,6,NA,1
"ST200504","B",5,2020-06-08,NA,NA,NA,NA,NA,1,93,6,NA,7
"ST200505","B",5,2020-06-08,4,1,NA,NA,1,NA,52,7,NA,8
"ST200541","A",5,2020-06-15,1,4,NA,NA,NA,NA,48,2,NA,6
"ST200542","A",5,2020-06-15,1,2,1,NA,2,2,27,5,NA,12
"ST200543","A",5,2020-06-15,2,3,NA,NA,1,1,31,1,NA,3
"ST200544","A",5,2020-06-15,2,7,NA,NA,1,1,23,6,NA,2
"ST200545","A",5,2020-06-15,2,3,NA,NA,NA,4,35,2,NA,8
"ST200541","B",5,2020-06-15,1,2,NA,NA,NA,2,32,5,NA,1
"ST200542","B",5,2020-06-15,1,NA,NA,NA,1,1,37,4,NA,3
"ST200543","B",5,2020-06-15,NA,2,NA,NA,NA,4,37,6,NA,12
"ST200544","B",5,2020-06-15,NA,2,NA,NA,NA,3,37,4,NA,3
"ST200545","B",5,2020-06-15,2,1,NA,NA,1,2,25,2,NA,1
"ST200581","A",5,2020-06-22,2,NA,3,NA,1,5,20,5,NA,17
"ST200582","A",5,2020-06-22,NA,6,NA,NA,NA,11,22,12,NA,10
"ST200583","A",5,2020-06-22,1,9,NA,NA,1,7,16,9,NA,17
"ST200584","A",5,2020-06-22,3,2,1,NA,1,6,53,9,NA,15
"ST200585","A",5,2020-06-22,NA,12,3,NA,NA,16,34,26,NA,14
"ST200581","B",5,2020-06-22,2,6,1,NA,1,5,23,4,NA,21
"ST200582","B",5,2020-06-22,2,5,2,NA,2,8,20,25,1,18
"ST200583","B",5,2020-06-22,1,4,2,NA,1,9,47,12,NA,17
"ST200584","B",5,2020-06-22,NA,6,5,NA,1,4,24,7,NA,14
"ST200585","B",5,2020-06-22,2,12,2,NA,2,9,14,17,NA,19
"ST200621","A",5,2020-06-29,1,3,NA,NA,NA,2,21,10,NA,20
"ST200622","A",5,2020-06-29,2,2,NA,NA,NA,NA,33,18,NA,6
"ST200623","A",5,2020-06-29,3,1,1,NA,NA,4,23,10,NA,17
"ST200624","A",5,2020-06-29,4,NA,5,NA,1,2,37,10,1,8
"ST200625","A",5,2020-06-29,1,3,NA,NA,NA,2,37,16,NA,25
"ST200621","B",5,2020-06-29,1,NA,2,NA,NA,1,6,13,NA,7
"ST200622","B",5,2020-06-29,NA,2,NA,NA,1,2,24,13,NA,11
"ST200623","B",5,2020-06-29,1,2,4,NA,NA,6,41,14,NA,16
"ST200624","B",5,2020-06-29,NA,3,4,NA,NA,1,9,6,NA,9
"ST200625","B",5,2020-06-29,NA,3,3,NA,NA,3,7,8,NA,8
"ST200661","A",5,2020-07-06,2,2,3,NA,NA,3,14,29,NA,8
"ST200662","A",5,2020-07-06,2,NA,1,NA,NA,NA,12,10,NA,5
"ST200663","A",5,2020-07-06,1,1,1,NA,1,3,10,12,NA,6
"ST200664","A",5,2020-07-06,3,6,1,NA,NA,3,15,15,NA,2
"ST200665","A",5,2020-07-06,2,5,NA,NA,NA,NA,7,8,NA,9
"ST200661","B",5,2020-07-06,1,1,1,NA,NA,1,7,8,1,11
"ST200662","B",5,2020-07-06,4,4,4,NA,NA,NA,5,5,NA,4
"ST200663","B",5,2020-07-06,3,4,NA,NA,NA,3,9,25,NA,8
"ST200664","B",5,2020-07-06,9,1,NA,NA,1,3,17,19,NA,10
"ST200665","B",5,2020-07-06,4,1,1,NA,NA,NA,13,13,NA,5
"ST200701","A",5,2020-07-13,2,1,NA,NA,NA,4,18,22,NA,7
"ST200702","A",5,2020-07-13,3,5,1,NA,NA,4,36,19,NA,8
"ST200703","A",5,2020-07-13,1,3,NA,NA,NA,3,5,13,NA,5
"ST200704","A",5,2020-07-13,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"ST200705","A",5,2020-07-13,NA,3,NA,NA,NA,2,2,2,NA,2
"ST200701","B",5,2020-07-13,1,3,NA,NA,NA,1,15,15,NA,8
"ST200702","B",5,2020-07-13,NA,3,1,NA,1,2,15,8,NA,2
"ST200703","B",5,2020-07-13,3,3,NA,NA,1,1,14,14,1,3
"ST200704","B",5,2020-07-13,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"ST200705","B",5,2020-07-13,2,5,NA,NA,NA,6,14,8,NA,5
"ST200741","A",5,2020-07-20,NA,2,NA,NA,NA,4,17,43,NA,6
"ST200742","A",5,2020-07-20,1,1,4,NA,1,2,19,16,NA,10
"ST200743","A",5,2020-07-20,2,1,NA,NA,1,NA,8,14,NA,6
"ST200744","A",5,2020-07-20,2,2,NA,NA,NA,7,16,10,NA,9
"ST200745","A",5,2020-07-20,NA,NA,NA,NA,NA,1,28,9,NA,8
"ST200741","B",5,2020-07-20,1,1,NA,NA,NA,1,6,6,NA,1
"ST200742","B",5,2020-07-20,2,1,1,NA,1,3,5,5,NA,2
"ST200743","B",5,2020-07-20,NA,4,1,NA,NA,8,22,15,1,5
"ST200744","B",5,2020-07-20,2,NA,NA,NA,NA,NA,25,8,NA,11
"ST200745","B",5,2020-07-20,1,2,NA,NA,NA,NA,61,12,NA,2
"ST200781","A",5,2020-07-27,1,2,1,NA,1,7,17,12,NA,5
"ST200782","A",5,2020-07-27,NA,4,NA,NA,NA,5,13,12,NA,8
"ST200783","A",5,2020-07-27,NA,8,NA,NA,1,6,28,11,NA,11
"ST200784","A",5,2020-07-27,1,4,NA,NA,NA,8,10,14,NA,5
"ST200785","A",5,2020-07-27,NA,2,NA,NA,NA,15,16,17,NA,8
"ST200781","B",5,2020-07-27,NA,2,1,NA,1,6,7,11,NA,7
"ST200782","B",5,2020-07-27,NA,NA,2,NA,NA,5,19,21,NA,7
"ST200783","B",5,2020-07-27,1,1,NA,NA,NA,2,29,18,NA,8
"ST200784","B",5,2020-07-27,1,1,NA,NA,NA,12,22,13,NA,11
"ST200785","B",5,2020-07-27,2,2,1,NA,1,1,8,5,1,8
"ST200821","A",5,2020-08-03,3,3,NA,NA,NA,7,18,9,NA,10
"ST200822","A",5,2020-08-03,1,1,NA,NA,NA,4,16,5,NA,11
"ST200823","A",5,2020-08-03,NA,1,1,NA,NA,3,12,10,NA,10
"ST200824","A",5,2020-08-03,1,NA,3,NA,NA,14,28,11,NA,18
"ST200825","A",5,2020-08-03,NA,1,NA,NA,NA,2,10,24,1,13
"ST200821","B",5,2020-08-03,NA,1,NA,NA,NA,14,10,8,NA,11
"ST200822","B",5,2020-08-03,1,NA,NA,NA,1,8,39,20,NA,5
"ST200823","B",5,2020-08-03,1,NA,NA,NA,1,1,4,10,NA,8
"ST200824","B",5,2020-08-03,1,2,NA,NA,NA,4,7,11,1,8
"ST200825","B",5,2020-08-03,NA,2,NA,NA,NA,8,27,14,1,6
"ST200861","A",5,2020-08-10,1,1,NA,NA,NA,4,9,14,NA,14
"ST200862","A",5,2020-08-10,NA,NA,NA,NA,NA,14,18,5,1,28
"ST200863","A",5,2020-08-10,NA,NA,1,NA,NA,6,19,5,NA,20
"ST200864","A",5,2020-08-10,1,3,NA,NA,NA,2,8,9,NA,17
"ST200865","A",5,2020-08-10,NA,1,NA,NA,NA,7,16,8,NA,10
"ST200861","B",5,2020-08-10,2,2,2,NA,NA,10,13,17,NA,9
"ST200862","B",5,2020-08-10,NA,1,1,NA,NA,4,8,8,NA,18
"ST200863","B",5,2020-08-10,2,4,2,NA,NA,4,5,5,NA,9
"ST200864","B",5,2020-08-10,NA,2,1,NA,NA,5,16,10,NA,19
"ST200865","B",5,2020-08-10,1,1,NA,NA,NA,7,6,3,NA,8
"ST200902","A",5,2020-08-17,1,3,1,0,0,4,12,0,0,6
"ST200901","A",5,2020-08-17,1,1,1,0,0,1,12,0,0,7
"ST200903","A",5,2020-08-17,2,0,2,0,0,3,5,0,0,11
"ST200904","A",5,2020-08-17,5,2,0,0,0,4,7,1,0,4
"ST200905","A",5,2020-08-17,1,0,2,0,0,11,1,0,0,13
"ST200902","B",5,2020-08-17,0,5,1,0,0,0,15,0,0,4
"ST200901","B",5,2020-08-17,0,0,6,0,0,1,4,0,0,1
"ST200903","B",5,2020-08-17,1,0,0,0,0,14,8,0,0,12
"ST200904","B",5,2020-08-17,0,0,1,0,0,6,10,0,0,6
"ST200905","B",5,2020-08-17,1,0,0,0,0,4,6,2,0,4
"ST200942","A",5,2020-08-24,0,1,1,0,0,0,9,0,0,4
"ST200943","A",5,2020-08-24,2,0,1,0,0,1,12,0,0,7
"ST200944","A",5,2020-08-24,0,1,0,0,0,0,11,0,0,7
"ST200941","A",5,2020-08-24,1,0,0,0,0,0,3,0,0,7
"ST200945","A",5,2020-08-24,0,0,0,0,0,2,6,0,0,10
"ST200942","B",5,2020-08-24,1,0,0,0,0,1,7,0,0,10
"ST200943","B",5,2020-08-24,0,0,0,0,0,3,8,0,0,6
"ST200944","B",5,2020-08-24,0,2,0,0,0,2,3,0,0,1
"ST200941","B",5,2020-08-24,2,3,1,0,0,1,8,0,0,7
"ST200945","B",5,2020-08-24,0,0,0,0,0,2,5,0,0,4
"ST200981","A",5,2020-08-31,2,0,0,0,0,0,4,0,0,10
"ST200982","A",5,2020-08-31,1,2,0,0,0,2,11,0,0,9
"ST200983","A",5,2020-08-31,1,0,0,0,0,0,15,2,0,18
"ST200984","A",5,2020-08-31,1,2,0,0,0,0,11,0,0,6
"ST200985","A",5,2020-08-31,3,3,0,0,0,0,6,0,0,11
"ST200981","B",5,2020-08-31,0,1,0,0,0,1,7,1,0,7
"ST200982","B",5,2020-08-31,0,0,0,0,0,1,6,0,0,3
"ST200983","B",5,2020-08-31,1,2,1,0,0,0,7,1,0,6
"ST200984","B",5,2020-08-31,1,2,0,0,1,0,12,0,0,5
"ST200985","B",5,2020-08-31,3,1,0,0,0,0,2,0,0,5
"ST201021","A",5,2020-09-08,0,0,0,0,0,1,4,1,0,0
"ST201022","A",5,2020-09-08,0,0,0,0,0,0,9,1,0,10
"ST201023","A",5,2020-09-08,0,1,0,0,0,1,6,1,0,6
"ST201024","A",5,2020-09-08,0,2,0,0,0,0,13,0,0,6
"ST201025","A",5,2020-09-08,0,1,0,0,0,0,12,1,0,6
"ST201025","A",5,2020-09-08,3,0,0,0,0,1,8,1,0,3
"ST201021","B",5,2020-09-08,0,0,0,0,0,1,10,1,0,2
"ST201022","B",5,2020-09-08,0,0,0,0,0,0,1,2,0,3
"ST201023","B",5,2020-09-08,1,0,0,0,0,1,11,0,0,4
"ST201024","B",5,2020-09-08,0,1,0,0,0,0,4,0,0,3
"ST201061","A",5,2020-09-14,0,0,0,0,0,1,1,0,0,4
"ST201062","A",5,2020-09-14,0,0,0,0,0,0,1,3,0,10
"ST201063","A",5,2020-09-14,0,2,0,0,0,0,7,1,0,6
"ST201064","A",5,2020-09-14,0,1,0,0,0,0,2,1,0,6
"ST201065","A",5,2020-09-14,0,0,0,0,0,0,4,0,0,4
"ST201061","B",5,2020-09-14,1,0,0,0,1,0,3,0,0,4
"ST201062","B",5,2020-09-14,0,0,0,0,0,0,1,2,5,0
"ST201063","B",5,2020-09-14,0,1,0,0,0,0,4,0,0,6
"ST201064","B",5,2020-09-14,1,0,0,0,0,0,2,0,0,2
"ST201065","B",5,2020-09-14,0,1,0,0,0,0,3,2,0,2
"ST201101","A",5,2020-09-21,2,5,0,0,0,0,5,0,0,4
"ST201102","A",5,2020-09-21,0,1,0,0,0,0,5,3,0,1
"ST201103","A",5,2020-09-21,3,2,0,0,0,0,12,2,0,3
"ST201104","A",5,2020-09-21,1,0,0,0,0,0,3,0,0,2
"ST201105","A",5,2020-09-21,0,0,0,0,0,0,2,0,0,0
"ST201101","B",5,2020-09-21,0,0,0,0,0,0,4,0,0,0
"ST201102","B",5,2020-09-21,1,2,0,0,0,0,5,0,0,1
"ST201103","B",5,2020-09-21,1,2,0,0,0,0,7,0,0,4
"ST201104","B",5,2020-09-21,3,0,0,0,0,0,9,0,0,1
"ST201105","B",5,2020-09-21,1,0,0,0,0,0,4,0,0,2
"ST201141","A",5,2020-09-28,0,1,0,0,0,2,3,0,0,6
"ST201142","A",5,2020-09-28,0,2,1,0,0,0,14,5,0,4
"ST201143","A",5,2020-09-28,0,3,0,0,0,0,9,4,0,7
"ST201144","A",5,2020-09-28,0,0,0,0,0,1,8,2,0,3
"ST201145","A",5,2020-09-28,0,0,0,0,0,1,7,0,0,3
"ST201141","B",5,2020-09-28,4,0,0,0,0,0,7,2,0,3
"ST201142","B",5,2020-09-28,1,1,1,0,0,0,7,0,0,4
"ST201143","B",5,2020-09-28,0,0,0,0,0,0,3,2,0,6
"ST201144","B",5,2020-09-28,0,0,0,0,0,0,7,0,0,2
"ST201145","B",5,2020-09-28,1,0,0,0,0,0,4,0,0,3
"ST201181","A",5,2020-10-05,0,0,0,0,0,0,9,0,0,1
"ST201182","A",5,2020-10-05,0,0,0,0,0,0,4,0,0,2
"ST201183","A",5,2020-10-05,0,0,0,0,0,0,8,1,0,0
"ST201184","A",5,2020-10-05,2,0,0,0,0,0,5,3,0,5
"ST201185","A",5,2020-10-05,1,0,0,0,0,0,12,1,0,2
"ST201181","B",5,2020-10-05,1,0,0,0,0,0,1,0,0,2
"ST201182","B",5,2020-10-05,2,0,0,0,0,0,6,3,0,0
"ST201183","B",5,2020-10-05,3,0,0,0,0,0,4,0,0,1
"ST201184","B",5,2020-10-05,0,0,0,0,0,0,8,0,0,2
"ST201185","B",5,2020-10-05,0,0,0,0,0,0,1,1,0,1
"ST201221","A",5,2020-10-12,1,0,0,0,0,0,6,0,0,5
"ST201222","A",5,2020-10-12,1,0,0,0,0,9,7,0,0,4
"ST201223","A",5,2020-10-12,0,0,0,0,0,0,5,2,0,4
"ST201224","A",5,2020-10-12,0,0,0,0,0,0,4,0,0,1
"ST201225","A",5,2020-10-12,1,0,0,0,0,0,3,0,0,2
"ST201221","B",5,2020-10-12,0,0,0,0,0,1,3,0,0,1
"ST201222","B",5,2020-10-12,2,1,0,0,0,9,6,1,0,0
"ST201223","B",5,2020-10-12,1,0,0,0,0,0,4,1,0,2
"ST201224","B",5,2020-10-12,0,0,0,0,0,0,5,0,0,3
"ST201225","B",5,2020-10-12,1,0,0,0,0,0,5,0,0,2
"ST201261","A",5,2020-10-19,1,0,0,0,0,0,3,6,0,1
"ST201262","A",5,2020-10-19,8,0,0,0,0,0,3,1,0,3
"ST201263","A",5,2020-10-19,2,0,0,0,0,0,4,0,0,0
"ST201265","A",5,2020-10-19,3,0,0,0,0,0,5,1,0,3
"ST201264","A",5,2020-10-19,2,0,0,0,0,0,4,2,0,1
"ST201261","B",5,2020-10-19,1,0,0,0,0,0,4,0,0,1
"ST201262","B",5,2020-10-19,2,0,0,0,0,0,5,0,0,4
"ST201263","B",5,2020-10-19,0,0,0,0,0,0,3,1,0,5
"ST201265","B",5,2020-10-19,0,0,0,0,0,0,4,1,0,0
"ST201264","B",5,2020-10-19,2,0,0,0,0,0,4,2,0,7
"ST201301","A",5,2020-10-26,5,2,0,0,0,0,7,4,0,7
"ST201302","A",5,2020-10-26,1,0,0,0,0,0,4,0,0,2
"ST201303","A",5,2020-10-26,0,0,0,0,0,0,5,4,0,2
"ST201304","A",5,2020-10-26,2,1,0,0,0,0,6,1,0,0
"ST201305","A",5,2020-10-26,2,0,0,0,0,0,13,0,0,15
"ST201301","B",5,2020-10-26,2,0,0,0,0,0,12,2,0,2
"ST201302","B",5,2020-10-26,4,0,0,0,0,0,13,2,0,3
"ST201303","B",5,2020-10-26,0,0,0,0,0,0,8,2,0,1
"ST201304","B",5,2020-10-26,3,0,0,0,0,0,10,7,0,2
"ST201305","B",5,2020-10-26,0,0,0,0,0,0,4,0,0,7
"ST201341","A",5,2020-11-02,4,0,0,0,0,0,3,0,0,0
"ST201342","A",5,2020-11-02,2,0,0,0,0,0,3,0,0,0
"ST201343","A",5,2020-11-02,0,0,0,0,0,0,2,0,0,0
"ST201344","A",5,2020-11-02,1,0,0,0,0,0,4,0,0,0
"ST201345","A",5,2020-11-02,6,1,0,0,0,0,1,0,0,0
"ST201341","B",5,2020-11-02,2,0,0,0,0,0,1,0,0,0
"ST201342","B",5,2020-11-02,2,0,0,0,0,0,4,0,0,0
"ST201343","B",5,2020-11-02,1,0,0,0,0,0,3,1,0,0
"ST201344","B",5,2020-11-02,1,0,0,0,0,0,0,0,0,0
"ST201345","B",5,2020-11-02,6,0,0,0,0,0,8,0,0,0
"ST201381","A",5,2020-11-09,0,0,0,0,0,0,14,0,0,8
"ST201381","B",5,2020-11-09,1,0,0,0,0,0,9,0,0,10
"ST201421","A",5,2020-11-14,2,0,0,0,0,0,9,0,0,1
"ST201421","B",5,2020-11-14,3,0,0,0,0,0,7,0,0,1
"ST201461","A",5,2020-11-22,2,0,0,0,0,0,2,0,0,0
"ST201461","B",5,2020-11-22,0,0,0,0,0,0,1,0,0,0
"ST201501","A",5,2020-11-30,4,0,0,0,0,0,2,0,0,0
"ST201501","B",5,2020-11-30,3,0,0,0,0,0,2,0,0,0
"ST201541","A",5,2020-12-07,0,0,0,0,0,0,2,0,0,0
"ST201541","B",5,2020-12-07,2,0,0,0,0,0,5,0,0,0
"ST210621","A",5,2021-06-28,3,0,0,0,0,1,9,6,0,11
"ST210622","A",5,2021-06-28,2,2,2,0,0,1,10,8,0,8
"ST210623","A",5,2021-06-28,0,0,5,0,1,4,26,7,1,17
"ST210624","A",5,2021-06-28,2,0,3,0,0,3,54,4,0,12
"ST210625","A",5,2021-06-28,1,2,3,0,3,3,20,11,0,11
"ST210621","B",5,2021-06-28,1,0,0,0,0,3,26,16,0,14
"ST210622","B",5,2021-06-28,0,0,1,0,0,2,7,5,0,8
"ST210623","B",5,2021-06-28,1,0,0,0,1,2,11,6,1,16
"ST210624","B",5,2021-06-28,1,0,5,0,0,1,11,9,0,5
"ST210625","B",5,2021-06-28,5,2,2,0,0,4,12,6,0,13
"ST210661","A",5,2021-07-05,1,1,0,0,0,1,9,1,0,10
"ST210665","A",5,2021-07-05,2,0,0,0,1,2,10,3,0,9
"ST210664","A",5,2021-07-05,0,0,0,0,0,0,14,11,0,7
"ST210662","A",5,2021-07-05,1,0,0,0,0,0,10,11,0,12
"ST210663","A",5,2021-07-05,3,1,3,0,3,2,14,10,0,17
"ST210661","B",5,2021-07-05,2,1,0,0,1,0,14,7,0,14
"ST210665","B",5,2021-07-05,4,0,0,0,1,1,12,10,0,7
"ST210664","B",5,2021-07-05,0,0,1,0,1,3,7,7,0,4
"ST210662","B",5,2021-07-05,2,0,1,0,0,0,15,2,0,5
"ST210663","B",5,2021-07-05,5,1,1,0,1,1,11,4,0,6
"ST210701","A",5,2021-07-12,3,1,2,0,3,2,12,9,0,6
"ST210702","A",5,2021-07-12,8,1,0,0,0,2,10,7,0,14
"ST210703","A",5,2021-07-12,4,1,3,0,0,0,18,9,0,15
"ST210704","A",5,2021-07-12,1,0,0,0,0,0,6,6,0,5
"ST210705","A",5,2021-07-12,8,3,0,0,3,0,28,5,0,9
"ST210701","B",5,2021-07-12,1,1,0,0,0,1,9,5,0,2
"ST210702","B",5,2021-07-12,6,0,1,0,0,2,20,14,0,8
"ST210703","B",5,2021-07-12,3,1,0,0,0,2,11,8,0,6
"ST210704","B",5,2021-07-12,1,3,0,0,2,1,22,8,0,9
"ST210705","B",5,2021-07-12,1,0,0,0,1,1,5,1,0,8
"ST200906","A",6,2020-08-17,2,NA,NA,NA,NA,8,11,NA,NA,3
"ST200907","A",6,2020-08-17,NA,2,NA,NA,NA,5,8,NA,NA,7
"ST200908","A",6,2020-08-17,NA,1,NA,NA,NA,4,4,NA,NA,12
"ST200909","A",6,2020-08-17,NA,1,NA,NA,NA,13,5,NA,NA,4
"ST200910","A",6,2020-08-17,1,2,NA,NA,2,3,20,NA,NA,18
"ST200906","B",6,2020-08-17,1,1,2,NA,NA,4,8,NA,NA,3
"ST200907","B",6,2020-08-17,NA,3,NA,NA,NA,8,6,NA,NA,5
"ST200908","B",6,2020-08-17,1,2,NA,NA,NA,13,2,NA,NA,3
"ST200909","B",6,2020-08-17,1,1,NA,NA,NA,4,5,NA,NA,6
"ST200910","B",6,2020-08-17,NA,4,NA,NA,1,4,12,NA,NA,5
"ST200946","A",6,2020-08-24,NA,NA,NA,NA,NA,3,3,NA,NA,9
"ST200947","A",6,2020-08-24,NA,NA,NA,NA,NA,2,5,NA,NA,9
"ST200948","A",6,2020-08-24,2,NA,NA,NA,NA,1,18,NA,NA,23
"ST200949","A",6,2020-08-24,NA,NA,NA,NA,NA,3,10,NA,NA,7
"ST200950","A",6,2020-08-24,NA,NA,NA,NA,2,3,7,NA,NA,9
"ST200946","B",6,2020-08-24,2,1,NA,NA,NA,5,4,NA,NA,4
"ST200947","B",6,2020-08-24,NA,NA,NA,NA,NA,6,3,NA,NA,6
"ST200948","B",6,2020-08-24,1,NA,NA,NA,NA,2,11,NA,NA,9
"ST200949","B",6,2020-08-24,NA,2,NA,NA,1,3,1,NA,NA,7
"ST200950","B",6,2020-08-24,NA,NA,NA,NA,1,2,8,NA,NA,6
"ST200986","A",6,2020-08-31,NA,1,NA,NA,NA,4,9,NA,NA,7
"ST200987","A",6,2020-08-31,NA,NA,NA,NA,1,NA,4,NA,NA,6
"ST200988","A",6,2020-08-31,1,2,NA,NA,NA,1,13,NA,NA,5
"ST200989","A",6,2020-08-31,NA,2,NA,NA,NA,1,3,NA,NA,7
"ST200990","A",6,2020-08-31,NA,NA,NA,NA,1,1,23,NA,NA,19
"ST200986","B",6,2020-08-31,NA,NA,NA,NA,NA,3,3,NA,NA,5
"ST200987","B",6,2020-08-31,1,1,NA,NA,1,4,2,NA,NA,2
"ST200988","B",6,2020-08-31,1,1,NA,NA,NA,NA,4,NA,NA,4
"ST200989","B",6,2020-08-31,2,1,NA,NA,NA,4,2,NA,NA,8
"ST200990","B",6,2020-08-31,1,1,NA,NA,NA,3,6,NA,NA,6
"ST201026","A",6,2020-09-08,NA,1,NA,NA,NA,2,NA,NA,NA,6
"ST201027","A",6,2020-09-08,NA,NA,NA,NA,NA,2,16,NA,NA,16
"ST201028","A",6,2020-09-08,1,NA,NA,NA,NA,2,2,NA,NA,3
"ST201029","A",6,2020-09-08,2,1,NA,NA,NA,NA,2,NA,NA,5
"ST201030","A",6,2020-09-08,NA,NA,NA,NA,NA,NA,1,NA,NA,12
"ST201026","B",6,2020-09-08,NA,NA,NA,NA,NA,1,4,NA,NA,3
"ST201027","B",6,2020-09-08,NA,NA,NA,NA,NA,2,NA,NA,NA,6
"ST201028","B",6,2020-09-08,NA,NA,NA,NA,NA,NA,3,NA,NA,3
"ST201029","B",6,2020-09-08,NA,NA,NA,NA,NA,NA,5,NA,NA,11
"ST201030","B",6,2020-09-08,1,1,NA,NA,NA,1,1,NA,NA,3
"ST201066","A",6,2020-09-14,2,NA,NA,NA,NA,1,4,NA,NA,8
"ST201067","A",6,2020-09-14,NA,1,NA,NA,NA,1,3,NA,NA,10
"ST201068","A",6,2020-09-14,NA,1,NA,NA,NA,1,1,NA,NA,1
"ST201069","A",6,2020-09-14,NA,NA,NA,NA,NA,NA,4,NA,NA,1
"ST201070","A",6,2020-09-14,NA,NA,NA,NA,NA,NA,2,NA,NA,4
"ST201066","B",6,2020-09-14,NA,NA,NA,NA,NA,2,4,NA,NA,5
"ST201067","B",6,2020-09-14,NA,NA,NA,NA,NA,1,NA,NA,NA,2
"ST201068","B",6,2020-09-14,1,NA,NA,NA,NA,1,3,NA,NA,3
"ST201069","B",6,2020-09-14,NA,NA,NA,NA,NA,1,4,NA,NA,3
"ST201070","B",6,2020-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"ST201106","A",6,2020-09-21,NA,NA,NA,NA,NA,1,3,NA,NA,5
"ST201107","A",6,2020-09-21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ST201108","A",6,2020-09-21,6,3,NA,NA,NA,NA,13,NA,NA,15
"ST201109","A",6,2020-09-21,1,NA,NA,NA,NA,2,3,NA,NA,4
"ST201110","A",6,2020-09-21,NA,NA,NA,NA,NA,2,9,NA,NA,3
"ST201106","B",6,2020-09-21,NA,NA,NA,NA,NA,2,7,NA,NA,9
"ST201107","B",6,2020-09-21,1,NA,NA,NA,NA,1,3,NA,NA,8
"ST201108","B",6,2020-09-21,1,NA,NA,NA,NA,2,3,NA,NA,4
"ST201109","B",6,2020-09-21,NA,1,NA,NA,NA,1,6,NA,NA,4
"ST201110","B",6,2020-09-21,NA,1,NA,NA,NA,NA,4,NA,NA,2
"ST201146","A",6,2020-09-28,2,3,NA,NA,NA,1,20,NA,NA,14
"ST201147","A",6,2020-09-28,NA,NA,NA,NA,NA,1,3,NA,NA,4
"ST201148","A",6,2020-09-28,NA,1,NA,NA,NA,NA,1,NA,NA,1
"ST201149","A",6,2020-09-28,NA,NA,NA,NA,NA,NA,6,NA,NA,10
"ST201150","A",6,2020-09-28,1,1,NA,NA,NA,NA,5,NA,NA,4
"ST201146","B",6,2020-09-28,1,NA,NA,NA,NA,1,4,NA,NA,6
"ST201147","B",6,2020-09-28,NA,NA,NA,NA,NA,1,4,NA,NA,7
"ST201148","B",6,2020-09-28,1,NA,NA,NA,NA,NA,12,NA,NA,11
