Sample ID,Side/ Trap #,Watershed,Date,Dipteran_Large,Terrestrial_Large,Caddisfly_Large,Mayfly_Large,Stonefly_Large,Other_Large,Dipteran_Small,Terrestrial_Small,Caddisfly_Small,Other_Small,,month,day, year
ST190901,B,5,9/3/2019,1,,,,1,,15,1,,4,,9,3,2019
ST190902,A,5,9/3/2019,2,,,,1,1,15,1,,6,,9,3,2019
ST190902,B,5,9/3/2019,3,,,,1,,12,,,5,,9,3,2019
ST190903,A,5,9/3/2019,,1,1,,,,9,,,1,,9,3,2019
ST190903,B,5,9/3/2019,,,,,,1,10,3,,2,,9,3,2019
ST190904,A,5,9/3/2019,3,,1,,3,,31,,,4,,9,3,2019
ST190904,B,5,9/3/2019,,1,3,,1,,11,,,4,,9,3,2019
ST190905,A,5,9/3/2019,2,,,,,3,9,2,,4,,9,3,2019
ST190905,B,5,9/3/2019,3,2,1,,,2,8,,,2,,9,3,2019
ST190941,A,5,9/9/2019,3,,,,,,13,,,4,,9,9,2019
ST190941,B,5,9/9/2019,1,1,2,,,,15,2,,6,,9,9,2019
ST190942,A,5,9/9/2019,1,,,,,,13,,,6,,9,9,2019
ST190942,B,5,9/9/2019,,1,,,,,11,3,,5,,9,9,2019
ST190943,A,5,9/9/2019,1,,,,,,5,1,,4,,9,9,2019
ST190943,B,5,9/9/2019,,,,,,,5,,,3,,9,9,2019
ST190944,A,5,9/9/2019,,1,,,,1,11,,,1,,9,9,2019
ST190944,B,5,9/9/2019,,1,,,,,8,,,5,,9,9,2019
ST190945,A,5,9/9/2019,,,,,,,7,1,,9,,9,9,2019
ST190945,B,5,9/9/2019,,,,,,1,12,,,2,,9,9,2019
ST190981,A,5,9/16/2019,,1,1,,,1,9,,,6,,9,16,2019
ST190981,B,5,9/16/2019,1,1,,,1,,6,,,2,,9,16,2019
ST190982,A,5,9/16/2019,,1,,,1,,14,1,,,,9,16,2019
ST190982,B,5,9/16/2019,3,2,,,2,,14,3,,4,,9,16,2019
ST190983,A,5,9/16/2019,,,,,1,,7,1,,3,,9,16,2019
ST190983,B,5,9/16/2019,1,1,,,,,4,,,3,,9,16,2019
ST190984,A,5,9/16/2019,,2,,,,,15,,,4,,9,16,2019
ST190984,B,5,9/16/2019,,,,,,1,6,,,3,,9,16,2019
ST190985,A,5,9/16/2019,1,,,,,,4,2,,4,,9,16,2019
ST190985,B,5,9/16/2019,3,,,,,,13,2,,3,,9,16,2019
ST190736,A,4,8/5/2019,,2,,,,2,15,,,4,,8,5,2019
ST190736,B,4,8/5/2019,1,2,,,,4,24,,,11,,8,5,2019
ST190737,A,4,8/5/2019,,,2,,1,2,8,1,,3,,8,5,2019
ST190737,B,4,8/5/2019,,,,,,3,11,2,,2,,8,5,2019
ST190738,A,4,8/5/2019,1,,,,,,23,,,5,,8,5,2019
ST190738,B,4,8/5/2019,1,4,,,1,1,29,2,,8,,8,5,2019
ST190739,A,4,8/5/2019,,,,,2,1,25,4,1,6,,8,5,2019
ST190739,B,4,8/5/2019,,1,,,3,1,8,,,1,,8,5,2019
ST190740,A,4,8/5/2019,,2,,,3,5,25,1,,1,,8,5,2019
ST190740,B,4,8/5/2019,,1,,,3,5,29,4,,10,,8,5,2019
ST190776,A,4,8/12/2019,2,,2,,,1,12,,,2,,8,12,2019
ST190776,B,4,8/12/2019,3,2,1,,,2,20,2,,8,,8,12,2019
ST190777,A,4,8/12/2019,2,2,,,1,1,15,3,,6,,8,12,2019
ST190777,B,4,8/12/2019,,1,,,,1,29,3,,6,,8,12,2019
ST190778,A,4,8/12/2019,,2,,,,1,13,2,,7,,8,12,2019
ST190778,B,4,8/12/2019,1,1,3,,5,4,31,,,4,,8,12,2019
ST190779,A,4,8/12/2019,,,,,1,1,8,,,2,,8,12,2019
ST190779,B,4,8/12/2019,,3,,,,3,28,2,,12,,8,12,2019
ST190780,A,4,8/12/2019,,1,,,1,,19,3,,4,,8,12,2019
ST190780,B,4,8/12/2019,2,,1,,1,1,30,2,,4,,8,12,2019
ST190816,A,4,8/19/2019,1,2,,,,1,17,,,1,,8,19,2019
ST190816,B,4,8/19/2019,,,1,,,,12,,,2,,8,19,2019
ST190817,A,4,8/19/2019,,,1,,2,1,25,2,,7,,8,19,2019
ST190817,B,4,8/19/2019,2,,,,3,,20,2,,6,,8,19,2019
ST190818,A,4,8/19/2019,1,1,,,1,2,13,4,,,,8,19,2019
ST190818,B,4,8/19/2019,,2,,,,1,12,,,4,,8,19,2019
ST190819,A,4,8/19/2019,,2,,,1,1,9,1,,1,,8,19,2019
ST190819,B,4,8/19/2019,,1,,,,1,11,2,,4,,8,19,2019
ST190820,A,4,8/19/2019,,1,,,1,2,11,,,1,,8,19,2019
ST190820,B,4,8/19/2019,1,1,,,,1,16,2,,3,,8,19,2019
ST190856,A,4,8/26/2019,,3,1,,1,,26,1,,2,,8,26,2019
ST190856,B,4,8/26/2019,,1,,,1,1,10,2,,1,,8,26,2019
ST190857,A,4,8/26/2019,,3,1,,,,18,,,3,,8,26,2019
ST190857,B,4,8/26/2019,,,1,,,,14,1,,3,,8,26,2019
ST190858,A,4,8/26/2019,,2,,,,,15,1,,2,,8,26,2019
ST190858,B,4,8/26/2019,1,4,,,,,26,5,,5,,8,26,2019
ST190859,A,4,8/26/2019,,,1,,,3,33,2,,2,,8,26,2019
ST190859,B,4,8/26/2019,1,,,,,4,17,1,,3,,8,26,2019
ST190860,A,4,8/26/2019,,1,1,,1,2,34,3,,2,,8,26,2019
ST190860,B,4,8/26/2019,,8,,,1,1,23,,,5,,8,26,2019
ST190891,A,3,9/3/2019,3,,2,,,1,11,,,6,,9,3,2019
ST190891,B,3,9/3/2019,3,,2,,7,3,33,1,,5,,9,3,2019
ST190892,A,3,9/3/2019,1,2,,,,,12,,,7,,9,3,2019
ST190892,B,3,9/3/2019,2,3,,,,1,30,3,,2,,9,3,2019
ST190893,A,3,9/3/2019,3,1,1,,1,,21,,,8,,9,3,2019
ST190893,B,3,9/3/2019,5,,2,,1,1,17,,,8,,9,3,2019
ST190894,A,3,9/3/2019,1,1,,,,,14,1,,1,,9,3,2019
ST190894,B,3,9/3/2019,3,,,,4,2,25,1,,2,,9,3,2019
ST190895,A,3,9/3/2019,,,,,2,6,28,1,,5,,9,3,2019
ST190895,B,3,9/3/2019,2,,2,,1,1,22,,,2,,9,3,2019
ST190931,A,3,9/9/2019,2,1,1,,,,15,,,2,,9,9,2019
ST190931,B,3,9/9/2019,,,,,1,1,12,,,2,,9,9,2019
ST190932,A,3,9/9/2019,1,1,1,,,1,20,1,,1,,9,9,2019
ST190932,B,3,9/9/2019,1,,,,1,,9,,,2,,9,9,2019
ST190933,A,3,9/9/2019,,,1,,,4,13,,,2,,9,9,2019
ST190933,B,3,9/9/2019,1,3,,,,5,16,,,3,,9,9,2019
ST190934,A,3,9/9/2019,,,,,,,31,,,4,,9,9,2019
ST190934,B,3,9/9/2019,,1,,,,3,8,2,,1,,9,9,2019
ST190935,A,3,9/9/2019,2,,,,,,16,,,1,,9,9,2019
ST190935,B,3,9/9/2019,1,,,,1,,19,,,5,,9,9,2019
ST190971,A,3,9/16/2019,1,,,,,1,16,,,2,,9,16,2019
ST190971,B,3,9/16/2019,,,,,,,42,2,,3,,9,16,2019
ST190972,A,3,9/16/2019,2,,2,,,1,20,,,5,,9,16,2019
ST190972,B,3,9/16/2019,,,2,,1,,31,,,5,,9,16,2019
ST190973,A,3,9/16/2019,1,,1,,1,,15,,,10,,9,16,2019
ST190973,B,3,9/16/2019,1,,,,,2,26,,,11,,9,16,2019
ST190974,A,3,9/16/2019,,,,,1,,23,,,10,,9,16,2019
ST190974,B,3,9/16/2019,,1,,,,2,17,1,,4,,9,16,2019
ST190975,A,3,9/16/2019,,,1,,,3,15,3,,3,,9,16,2019
ST190975,B,3,9/16/2019,,,1,,,,32,,,10,,9,16,2019
ST191011,A,3,9/23/2019,,,1,,3,2,9,,,7,,9,23,2019
ST191011,B,3,9/23/2019,,,,,1,,35,2,,11,,9,23,2019
ST191012,A,3,9/23/2019,,,,,2,2,24,3,,6,,9,23,2019
ST191012,B,3,9/23/2019,1,,,,1,,20,,,2,,9,23,2019
ST191013,A,3,9/23/2019,,2,,,1,3,28,2,,7,,9,23,2019
ST191013,B,3,9/23/2019,,,,,1,4,16,1,,9,,9,23,2019
ST191014,A,3,9/23/2019,,1,,,6,1,41,3,,7,,9,23,2019
ST191014,B,3,9/23/2019,1,1,,,3,1,6,1,,5,,9,23,2019
ST191015,A,3,9/23/2019,1,,2,,1,1,13,1,,8,,9,23,2019
ST191015,B,3,9/23/2019,,,,,3,1,21,3,,14,,9,23,2019
ST190896,A,4,9/3/2019,,1,,,,1,11,1,,3,,9,3,2019
ST190896,B,4,9/3/2019,,,,,,,9,2,,6,,9,3,2019
ST190897,A,4,9/3/2019,,3,1,,,1,15,1,,5,,9,3,2019
ST190897,B,4,9/3/2019,1,,,,3,,15,,,6,,9,3,2019
ST190898,A,4,9/3/2019,1,1,,,,,9,,,,,9,3,2019
ST190898,B,4,9/3/2019,2,,1,,,,13,1,,3,,9,3,2019
ST190899,A,4,9/3/2019,2,2,,,,1,18,1,,2,,9,3,2019
ST190899,B,4,9/3/2019,,1,,,,1,16,4,,4,,9,3,2019
ST190900,A,4,9/3/2019,1,1,,,,1,8,1,,,,9,3,2019
ST190900,B,4,9/3/2019,1,2,,,1,1,13,2,1,2,,9,3,2019
ST190936,A,4,9/9/2019,,,,,,1,11,1,1,4,,9,9,2019
ST190936,B,4,9/9/2019,,,,,,1,13,5,,2,,9,9,2019
ST190937,A,4,9/9/2019,,,,,,,5,1,,4,,9,9,2019
ST190937,B,4,9/9/2019,,,,,,,5,2,,1,,9,9,2019
ST190938,A,4,9/9/2019,,1,,,,,6,,,1,,9,9,2019
ST190938,B,4,9/9/2019,,,1,,,,5,4,,1,,9,9,2019
ST190939,A,4,9/9/2019,,,,,,,2,,,5,,9,9,2019
ST190939,B,4,9/9/2019,,,1,,,,16,3,,1,,9,9,2019
ST190940,A,4,9/9/2019,2,,,,,,8,2,,1,,9,9,2019
ST190940,B,4,9/9/2019,,,,,,,11,1,,2,,9,9,2019
ST190976,A,4,9/16/2019,,,,,,,9,,,3,,9,16,2019
ST190976,B,4,9/16/2019,,,,,,,11,,,3,,9,16,2019
ST190977,A,4,9/16/2019,,,,,,,8,,,,,9,16,2019
ST190977,B,4,9/16/2019,,,1,,,,13,3,,1,,9,16,2019
ST190978,A,4,9/16/2019,1,1,,,1,,11,2,,5,,9,16,2019
ST190978,B,4,9/16/2019,,,,,,,7,2,,4,,9,16,2019
ST190979,A,4,9/16/2019,,,1,,,,10,,,4,,9,16,2019
ST190979,B,4,9/16/2019,,3,,,1,4,3,,,,,9,16,2019
ST190980,A,4,9/16/2019,1,1,,,,,7,2,,1,,9,16,2019
ST190980,B,4,9/16/2019,,,1,,,,13,1,,2,,9,16,2019
ST191261,A,5,11/4/2019,2,,,,,1,25,,,11,,11,4,2019
ST191261,B,5,11/4/2019,,,,,,,12,1,,5,,11,4,2019
ST191262,A,5,11/4/2019,,,,,,,18,3,,2,,11,4,2019
ST191262,B,5,11/4/2019,1,,,,,,11,4,,4,,11,4,2019
ST191263,A,5,11/4/2019,,,,,,,19,,,6,,11,4,2019
ST191263,B,5,11/4/2019,1,1,,,,,11,,,3,,11,4,2019
ST191264,A,5,11/4/2019,,,,,,,21,,,3,,11,4,2019
ST191264,B,5,11/4/2019,2,,,,,,10,,,5,,11,4,2019
ST191265,A,5,11/4/2019,1,,,,,,18,3,,7,,11,4,2019
ST191265,B,5,11/4/2019,,,,,,,12,3,,2,,11,4,2019
ST191301,A,5,11/11/2019,2,,,,,,9,1,,,,11,11,2019
ST191301,B,5,11/11/2019,,,,,,,4,,,,,11,11,2019
ST191302,A,5,11/11/2019,1,,,,,,3,,,,,11,11,2019
ST191302,B,5,11/11/2019,2,,,,,,12,,,,,11,11,2019
ST191303,A,5,11/11/2019,1,,,,,,5,,,,,11,11,2019
ST191303,B,5,11/11/2019,,,,,,,3,,,,,11,11,2019
ST191304,A,5,11/11/2019,1,,,,,,2,,,,,11,11,2019
ST191304,B,5,11/11/2019,1,,,,,,5,,,,,11,11,2019
ST191305,A,5,11/11/2019,2,,,,,,5,,,,,11,11,2019
ST191305,B,5,11/11/2019,3,,,,,,5,,,,,11,11,2019
ST191341,A,5,11/18/2019,1,,,,,,1,,,,,11,18,2019
ST191341,B,5,11/18/2019,1,,,,,,,,,,,11,18,2019
ST191381,A,5,11/25/2019,6,,,,,,3,,,,,11,25,2019
ST191381,B,5,11/25/2019,5,,,,,,5,,,,,11,25,2019
ST191051,A,3,9/30/2019,8,,,,,1,23,,,3,,9,30,2019
ST191051,B,3,9/30/2019,12,,,,,2,28,,,3,,9,30,2019
ST191052,A,3,9/30/2019,,,,,,,15,,,5,,9,30,2019
ST191052,B,3,9/30/2019,1,,1,,,1,13,,,4,,9,30,2019
ST191053,A,3,9/30/2019,1,,,,1,1,10,2,,5,,9,30,2019
ST191053,B,3,9/30/2019,,1,,,,1,61,3,,7,,9,30,2019
ST191054,A,3,9/30/2019,,,,,,,6,,,8,,9,30,2019
ST191054,B,3,9/30/2019,1,,,,,,26,,,4,,9,30,2019
ST191055,A,3,9/30/2019,,,,,,,31,,,6,,9,30,2019
ST191055,B,3,9/30/2019,1,,,,1,1,13,,,4,,9,30,2019
ST200171,A,3,4/14/2020,,,,,,,4,,,,,4,14,2020
ST200171,B,3,4/14/2020,,,,,,,11,,,,,4,14,2020
ST200172,A,3,4/14/2020,,,,,,,4,,,,,4,14,2020
ST200172,B,3,4/14/2020,,2,,,,,,,,,,4,14,2020
ST200173,A,3,4/14/2020,1,,,,,,6,,,,,4,14,2020
ST200173,B,3,4/14/2020,1,,,,,,5,,,,,4,14,2020
ST200174,A,3,4/14/2020,1,1,,,,,,,,,,4,14,2020
ST200174,B,3,4/14/2020,2,1,,,,1,2,,,,,4,14,2020
ST200175,A,3,4/14/2020,1,1,,,,,27,,,,,4,14,2020
ST200175,B,3,4/14/2020,3,1,,,,,3,,,,,4,14,2020
ST200211,A,3,4/20/2020,,,,,,,,,,,,4,20,2020
ST200211,B,3,4/20/2020,3,3,,,,,8,1,,,,4,20,2020
ST200212,A,3,4/20/2020,,,,,,,,1,,,,4,20,2020
ST200212,B,3,4/20/2020,1,,,,1,,,1,,,,4,20,2020
ST200213,A,3,4/20/2020,3,,,,,,2,,,,,4,20,2020
ST200213,B,3,4/20/2020,2,,,,,,7,,,,,4,20,2020
ST200214,A,3,4/20/2020,11,,,,,,24,,,,,4,20,2020
ST200214,B,3,4/20/2020,2,,,,,,4,,,1,,4,20,2020
ST200215,A,3,4/20/2020,,1,,,,,,,,,,4,20,2020
ST200215,B,3,4/20/2020,1,,,,,,4,,,,,4,20,2020
ST200251,A,3,4/28/2020,4,,,,,,4,1,,,,4,28,2020
ST200251,B,3,4/28/2020,9,,,,1,,9,,,,,4,28,2020
ST200252,A,3,4/28/2020,3,2,,,,,2,,,1,,4,28,2020
ST200252,B,3,4/28/2020,3,1,,,,,6,,,,,4,28,2020
ST200253,A,3,4/28/2020,2,,,,,,2,,,,,4,28,2020
ST200253,B,3,4/28/2020,4,,,,,1,9,,,,,4,28,2020
ST200254,A,3,4/28/2020,5,1,,,,,8,,,,,4,28,2020
ST200254,B,3,4/28/2020,6,,,,,,6,,,,,4,28,2020
ST200255,A,3,4/28/2020,3,1,,,,,10,,,,,4,28,2020
ST200255,B,3,4/28/2020,9,1,,,,,20,,,7,,4,28,2020
ST200891,A,3,8/17/2020,,1,,,,3,7,,,14,,8,17,2020
ST200891,B,3,8/17/2020,,3,,,,3,11,,,35,,8,17,2020
ST200892,A,3,8/17/2020,,2,,,,2,15,,,15,,8,17,2020
ST200892,B,3,8/17/2020,1,3,,,,6,12,,,7,,8,17,2020
ST200893,A,3,8/17/2020,,3,,,4,4,7,,,7,,8,17,2020
ST200893,B,3,8/17/2020,2,4,,,4,3,10,,,11,,8,17,2020
ST200894,A,3,8/17/2020,7,,,,,5,11,,,21,,8,17,2020
ST200894,B,3,8/17/2020,,,,,,6,10,,,6,,8,17,2020
ST200895,A,3,8/17/2020,,,,,1,1,10,,,11,,8,17,2020
ST200895,B,3,8/17/2020,6,2,,,1,9,11,,,3,,8,17,2020
ST200931,A,3,8/24/2020,3,2,,,,,19,,,14,,8,24,2020
ST200931,B,3,8/24/2020,1,,,,,1,8,,,4,,8,24,2020
ST200932,A,3,8/24/2020,1,,,,1,,12,,,18,,8,24,2020
ST200932,B,3,8/24/2020,,,,,,1,7,,,10,,8,24,2020
ST200933,A,3,8/24/2020,,,,,2,2,6,,,6,,8,24,2020
ST200933,B,3,8/24/2020,2,,,,,6,9,,,15,,8,24,2020
ST200934,A,3,8/24/2020,,,,,,5,10,,,13,,8,24,2020
ST200934,B,3,8/24/2020,2,,,,1,,8,,,5,,8,24,2020
ST200935,A,3,8/24/2020,1,1,,,,5,8,,,15,,8,24,2020
ST200935,B,3,8/24/2020,,,,,1,2,14,,,11,,8,24,2020
,1,3,6/25/2018,2,2,1,,,1,44,6,,38,,6,25,2018
,2,3,6/25/2018,1,,,,1,6,30,4,,14,,6,25,2018
,3,3,6/25/2018,,,,,2,4,37,2,,32,,6,25,2018
,4,3,6/25/2018,2,1,,,1,5,40,,,45,,6,25,2018
,5,3,6/25/2018,1,,,,,,20,4,,37,,6,25,2018
,6,3,6/25/2018,1,,,,,3,44,,,34,,6,25,2018
,7,3,6/25/2018,1,1,,,,7,12,3,,18,,6,25,2018
,8,3,6/25/2018,1,,,,3,2,35,1,,28,,6,25,2018
,9,3,6/25/2018,,1,,,1,1,35,1,,29,,6,25,2018
,10,3,6/25/2018,,2,,,2,3,15,,,18,,6,25,2018
ST200886,A,2,8/17/2020,1,2,,,,4,19,3,,2,,8,17,2020
ST200886,B,2,8/17/2020,,,,,,,3,2,,3,,8,17,2020
ST200887,A,2,8/17/2020,,1,,,,1,10,1,,5,,8,17,2020
ST200887,B,2,8/17/2020,2,2,,,,6,16,3,,7,,8,17,2020
ST200888,A,2,8/17/2020,1,,1,,,1,12,6,,4,,8,17,2020
ST200888,B,2,8/17/2020,,,,,,,7,2,,2,,8,17,2020
ST200889,A,2,8/17/2020,,,,,,8,15,5,,5,,8,17,2020
ST200889,B,2,8/17/2020,1,,,,,4,28,2,,11,,8,17,2020
ST200890,A,2,8/17/2020,,1,,,,3,41,1,,3,,8,17,2020
ST200890,B,2,8/17/2020,,,,,,2,9,4,,2,,8,17,2020
ST200926,A,2,8/24/2020,,,,,,,24,2,,1,,8,24,2020
ST200926,B,2,8/24/2020,,1,,,,,8,1,,2,,8,24,2020
ST200927,A,2,8/24/2020,,,,,,1,15,,,5,,8,24,2020
ST200297,B,2,8/24/2020,,,,,,3,23,2,,4,,8,24,2020
ST200928,A,2,8/24/2020,,,,,,4,22,3,,5,,8,24,2020
ST200928,B,2,8/24/2020,,,,,,2,14,,,1,,8,24,2020
ST200929,A,2,8/24/2020,,,,,,1,15,1,,,,8,24,2020
ST200929,B,2,8/24/2020,1,,,,,3,18,,,5,,8,24,2020
ST200930,A,2,8/24/2020,,,,,,,18,3,,7,,8,24,2020
ST200930,B,2,8/24/2020,,,,,,2,28,1,,3,,8,24,2020
ST200966,A,2,8/31/2020,1,,,,,,13,4,,,,8,31,2020
ST200966,B,2,8/31/2020,,2,,,,,17,3,,3,,8,31,2020
ST200967,A,2,8/31/2020,,,,,,,9,2,,1,,8,31,2020
ST200967,B,2,8/31/2020,,,,,,1,13,5,,1,,8,31,2020
ST200968,A,2,8/31/2020,,,,,,3,10,2,,9,,8,31,2020
ST200968,B,2,8/31/2020,,,,,,2,7,8,,,,8,31,2020
ST200969,A,2,8/31/2020,,,,,,,16,4,,8,,8,31,2020
ST200969,B,2,8/31/2020,,1,,,,,27,7,,3,,8,31,2020
ST200970,A,2,8/31/2020,,1,,,,,11,1,,4,,8,31,2020
ST200970,B,2,8/31/2020,,3,,,,,10,3,,1,,8,31,2020
ST200846,A,2,8/10/2020,,1,,,,2,15,1,,12,,8,10,2020
ST200846,B,2,8/10/2020,2,1,,,,2,17,2,,2,,8,10,2020
ST200847,A,2,8/10/2020,1,1,,,,1,12,5,,4,,8,10,2020
ST200847,B,2,8/10/2020,,1,,,,1,17,6,,9,,8,10,2020
ST200848,A,2,8/10/2020,,1,,,,1,19,6,,9,,8,10,2020
ST200848,B,2,8/10/2020,1,,,,,4,28,6,,5,,8,10,2020
ST200849,A,2,8/10/2020,1,,,,,4,44,6,,9,,8,10,2020
ST200849,B,2,8/10/2020,,,,,,,5,5,,3,,8,10,2020
ST200850,A,2,8/10/2020,4,,1,,,3,20,4,,13,,8,10,2020
ST200850,B,2,8/10/2020,,,,,,1,22,3,,6,,8,10,2020
ST200806,A,2,8/3/2020,2,,,,,9,27,7,,5,,8,3,2020
ST200806,B,2,8/3/2020,,,2,,,2,17,1,,4,,8,3,2020
ST200807,A,2,8/3/2020,2,,,,,2,29,8,,5,,8,3,2020
ST200807,B,2,8/3/2020,,,,,,8,29,2,,3,,8,3,2020
ST200808,A,2,8/3/2020,2,,,,,1,16,3,,1,,8,3,2020
ST200808,B,2,8/3/2020,3,,,,,4,44,7,,1,,8,3,200
ST200809,A,2,8/3/2020,,,,,,2,27,4,,9,,8,3,2020
ST200809,B,2,8/3/2020,,,,,,2,31,8,,5,,8,3,2020
ST200810,A,2,8/3/2020,,2,,,,3,15,1,,2,,8,3,2020
ST200810,B,2,8/3/2020,1,,,,,2,25,4,,3,,8,3,2020
ST201006,A,2,9/8/2020,,,,,,,19,3,,1,,9,8,2020
ST201006,B,2,9/8/2020,,,,,,1,23,4,1,2,,9,8,2020
ST201007,A,2,9/8/2020,,1,,,,,15,4,,2,,9,8,2020
ST201007,B,2,9/8/2020,,,,,,1,14,6,,6,,9,8,2020
ST201008,A,2,9/8/2020,,1,,,,,7,1,,4,,9,8,2020
ST201008,B,2,9/8/2020,1,,,,,2,14,4,,1,,9,8,2020
ST201009,A,2,9/8/2020,,,,,,,18,6,,1,,9,8,2020
ST201009,B,2,9/8/2020,,2,,,,,21,2,,1,,9,8,2020
ST201010,A,2,9/8/2020,1,1,,,,1,12,4,,,,9,8,2020
ST201010,B,2,9/8/2020,,,,,,,7,3,,4,,9,8,2020
ST201046,A,2,9/14/2020,,,,,,,3,2,,2,,9,14,2020
ST201046,B,2,9/14/2020,,,,,,1,6,4,,1,,9,14,2020
ST201047,A,2,9/14/2020,,,,,,,6,3,,1,,9,14,2020
ST201047,B,2,9/14/2020,,,,,,,3,2,,,,9,14,2020
ST201048,A,2,9/14/2020,,,,,,,9,5,,,,9,14,2020
ST201048,B,2,9/14/2020,1,,,,,1,5,1,,4,,9,14,2020
ST201049,A,2,9/14/2020,,,,,,,4,2,,,,9,14,2020
ST201049,B,2,9/14/2020,,,,,,1,6,2,,1,,9,14,2020
ST201050,A,2,9/14/2020,,,,,,1,4,3,,3,,9,14,2020
ST201050,B,2,9/14/2020,2,,,,,,2,3,,1,,9,14,2020
ST201051,A,3,9/14/2020,,,,,,1,8,,,1,,9,14,2020
ST201051,B,3,9/14/2020,2,2,1,,,,,,,2,,9,14,2020
ST201052,A,3,9/14/2020,,,,,,1,5,,,12,,9,14,2020
ST201052,B,3,9/14/2020,2,,,,,2,6,,,7,,9,14,2020
ST201053,A,3,9/14/2020,,1,,,,,5,,,10,,9,14,2020
ST201053,B,3,9/14/2020,2,,,,,1,5,,,4,,9,14,2020
ST201054,A,3,9/14/2020,,,,,,,5,,,10,,9,14,2020
ST201054,B,3,9/14/2020,1,1,,,,,4,,,13,,9,14,2020
ST201055,A,3,9/14/2020,6,1,,,,2,10,,,13,,9,14,2020
ST201055,B,3,9/14/2020,3,,,,,1,2,,,7,,9,14,2020
ST201091,A,3,9/21/2020,6,,2,,,,14,,,22,,9,21,2020
ST201091,B,3,9/21/2020,5,,,,,,3,,,9,,9,21,2020
ST201092,A,3,9/21/2020,4,,,,,2,57,,,19,,9,21,2020
ST201092,B,3,9/21/2020,2,,,,,,14,,,2,,9,21,2020
ST201093,A,3,9/21/2020,,,,,,,13,,,14,,9,21,2020
ST201093,B,3,9/21/2020,2,,,,,,7,,,9,,9,21,2020
ST201094,A,3,9/21/2020,8,,,,,1,27,,,21,,9,21,2020
ST201094,B,3,9/21/2020,4,1,,,,1,5,,,4,,9,21,2020
ST201095,A,3,9/21/2020,,,,,,1,11,,,9,,9,21,2020
ST201095,B,3,9/21/2020,4,1,,,,,5,,,9,,9,21,2020
ST201131,A,3,9/28/2020,3,,1,,,1,18,1,,15,,9,28,2020
ST201131,B,3,9/28/2020,2,,,,,1,14,,,14,,9,28,2020
ST201132,A,3,9/28/2020,6,1,,,,,17,,,10,,9,28,2020
ST201132,B,3,9/28/2020,5,,,,1,,35,,,31,,9,28,2020
ST201133,A,3,9/28/2020,3,1,,,,1,56,,,8,,9,28,2020
ST201133,B,3,9/28/2020,8,,,,,,13,,,9,,9,28,2020
ST201134,A,3,9/28/2020,4,,,,,3,100,,,34,,9,28,2020
ST201134,B,3,9/28/2020,2,1,,,,,7,,,10,,9,28,2020
ST201135,A,3,9/28/2020,1,1,,,,,17,,,14,,9,28,2020
ST201135,B,3,9/28/2020,2,,,,,2,19,,,12,,9,28,2020
ST201171,A,3,10/5/2020,3,,,,,1,46,,,14,,10,5,2020
ST201171,B,3,10/5/2020,,,,,,1,13,,,6,,10,5,2020
ST201172,A,3,10/5/2020,,1,,,,,2,,,9,,10,5,2020
ST201172,B,3,10/5/2020,1,,,,,,10,,,14,,10,5,2020
ST201173,A,3,10/5/2020,1,,,,,,41,,,10,,10,5,2020
ST201173,B,3,10/5/2020,,,,,,1,15,,,1,,10,5,2020
ST201174,A,3,10/5/2020,4,,,,,,8,,,8,,10,5,2020
ST201174,B,3,10/5/2020,,,,,1,,9,,,6,,10,5,2020
ST201175,A,3,10/5/2020,1,,,,,,15,,,8,,10,5,2020
ST201175,B,3,10/5/2020,1,,,,,1,5,,,13,,10,5,2020
ST201086,A,2,9/21/2020,1,,1,,,,16,6,,1,,9,21,2020
ST201086,B,2,9/21/2020,,,1,,,,4,,,,,9,21,2020
ST201087,A,2,9/21/2020,,,,,,,7,1,,,,9,21,2020
ST201087,B,2,9/21/2020,,,,,,1,10,2,,1,,9,21,2020
ST201088,A,2,9/21/2020,,,,,,,7,2,,4,,9,21,2020
ST201088,B,2,9/21/2020,,,,,,,8,3,,,,9,21,2020
ST201089,A,2,9/21/2020,1,1,,,,,7,1,,2,,9,21,2020
ST201089,B,2,9/21/2020,,,,,,,11,1,,1,,9,21,2020
ST201090,A,2,9/21/2020,1,,,,,,16,2,,1,,9,21,2020
ST201090,B,2,9/21/2020,,,,,,,13,2,,3,,9,21,2020
ST201126,A,2,9/28/2020,,,,,,,15,6,,3,,9,28,2020
ST201126,B,2,9/28/2020,3,,,,,,18,6,,4,,9,28,2020
ST201127,A,2,9/28/2020,,,,,,,16,6,,1,,9,28,2020
ST201127,B,2,9/28/2020,,,,,,,15,5,,1,,9,28,2020
ST201128,A,2,9/28/2020,,,,,,1,16,6,,5,,9,28,2020
ST201128,B,2,9/28/2020,1,1,,,,,19,3,,5,,9,28,2020
ST201129,A,2,9/28/2020,,,,,,,7,2,,1,,9,28,2020
ST201129,B,2,9/28/2020,,,,,,,9,1,,6,,9,28,2020
ST201130,A,2,9/28/2020,2,,,,,,6,7,,4,,9,28,2020
ST201130,B,2,9/28/2020,,,,,,,16,3,,,,9,28,2020
ST201166,A,2,10/5/2020,9,,,,,,16,4,,9,,10,5,2020
ST201166,B,2,10/5/2020,,1,,,,,19,1,,6,,10,5,2020
ST201167,A,2,10/5/2020,,,,,,,8,1,,2,,10,5,2020
