side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small
B,3,2019-10-15,NA,NA,NA,NA,1,1,31,2,NA,7
B,3,2019-10-15,2,1,1,NA,1,NA,29,3,NA,10
B,3,2019-10-15,1,1,NA,NA,NA,7,15,NA,NA,2
B,3,2019-10-15,2,NA,NA,NA,NA,1,21,1,NA,7
B,3,2019-10-15,13,1,NA,NA,NA,NA,30,1,NA,6
B,3,2019-10-21,20,NA,NA,NA,NA,1,8,NA,NA,3
B,3,2019-10-21,27,NA,NA,NA,NA,1,10,NA,NA,3
B,3,2019-10-21,1,NA,NA,NA,NA,NA,7,NA,NA,3
B,3,2019-10-21,10,NA,NA,NA,NA,NA,8,1,NA,2
B,3,2019-10-21,4,NA,NA,NA,1,NA,35,1,NA,3
B,3,2019-10-28,4,NA,NA,NA,NA,NA,18,1,NA,5
B,3,2019-10-28,1,NA,NA,NA,NA,NA,12,1,NA,3
B,3,2019-10-28,2,NA,NA,NA,NA,2,29,NA,NA,8
B,3,2019-10-28,4,NA,1,NA,NA,NA,55,2,NA,23
B,3,2019-10-28,6,NA,NA,NA,NA,NA,23,NA,NA,4
B,3,2019-11-04,NA,NA,NA,NA,NA,NA,12,NA,NA,3
B,3,2019-11-04,1,NA,NA,NA,NA,NA,31,NA,NA,5
B,3,2019-11-04,1,NA,NA,NA,1,NA,46,NA,NA,6
B,3,2019-11-04,2,NA,NA,NA,2,NA,6,NA,NA,3
B,3,2019-11-04,1,NA,NA,NA,NA,NA,13,NA,NA,6
B,3,2020-04-14,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
B,3,2020-04-14,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
B,3,2020-04-14,1,NA,NA,NA,NA,NA,5,NA,NA,NA
B,3,2020-04-14,2,1,NA,NA,NA,1,2,NA,NA,NA
B,3,2020-04-14,3,1,NA,NA,NA,NA,3,NA,NA,NA
B,3,2020-04-20,3,3,NA,NA,NA,NA,8,1,NA,NA
B,3,2020-04-20,1,NA,NA,NA,1,NA,NA,1,NA,NA
B,3,2020-04-20,2,NA,NA,NA,NA,NA,7,NA,NA,NA
B,3,2020-04-20,2,NA,NA,NA,NA,NA,4,NA,NA,1
B,3,2020-04-20,1,NA,NA,NA,NA,NA,4,NA,NA,NA
B,3,2020-04-28,9,NA,NA,NA,1,NA,9,NA,NA,NA
B,3,2020-04-28,3,1,NA,NA,NA,NA,6,NA,NA,NA
B,3,2020-04-28,4,NA,NA,NA,NA,1,9,NA,NA,NA
B,3,2020-04-28,6,NA,NA,NA,NA,NA,6,NA,NA,NA
B,3,2020-04-28,9,1,NA,NA,NA,NA,20,NA,NA,7
B,3,2020-05-04,7,1,NA,NA,NA,NA,28,NA,NA,7
B,3,2020-05-04,3,NA,NA,NA,NA,NA,9,NA,NA,6
B,3,2020-05-04,1,NA,NA,NA,NA,NA,21,NA,NA,6
B,3,2020-05-04,2,NA,NA,NA,NA,2,19,2,NA,8
B,3,2020-05-04,6,NA,NA,NA,NA,NA,38,3,NA,2
B,3,2020-05-12,4,NA,NA,NA,NA,1,39,NA,NA,3
B,3,2020-05-12,NA,NA,NA,NA,NA,NA,4,NA,NA,1
B,3,2020-05-12,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
B,3,2020-05-12,2,NA,NA,NA,NA,2,15,1,NA,NA
B,3,2020-05-12,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
B,3,2020-05-18,3,1,NA,NA,NA,1,79,1,NA,7
B,3,2020-05-18,3,NA,NA,NA,NA,NA,39,NA,NA,35
B,3,2020-05-18,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
B,3,2020-05-18,NA,NA,NA,NA,NA,NA,36,2,NA,7
B,3,2020-05-18,NA,1,NA,NA,NA,1,53,NA,NA,7
B,3,2020-05-26,1,NA,NA,NA,2,4,115,6,NA,36
B,3,2020-05-26,1,NA,NA,NA,NA,3,68,1,NA,33
B,3,2020-05-26,NA,NA,NA,NA,1,NA,78,2,NA,18
B,3,2020-05-26,NA,NA,NA,NA,3,1,43,3,NA,32
B,3,2020-05-26,1,NA,NA,NA,NA,2,57,3,NA,9
B,3,2020-06-15,4,5,NA,NA,3,NA,56,10,NA,4
B,3,2020-06-15,13,3,NA,NA,2,1,40,3,NA,11
B,3,2020-06-15,9,12,NA,NA,3,1,17,2,1,10
B,3,2020-06-15,17,3,NA,NA,2,2,39,6,NA,4
B,3,2020-06-15,3,1,NA,NA,1,3,44,5,NA,9
B,3,2020-06-22,8,15,6,NA,6,7,24,17,NA,11
B,3,2020-06-22,8,10,2,NA,4,11,34,9,NA,6
B,3,2020-06-22,3,19,3,NA,1,13,22,8,NA,10
B,3,2020-06-22,6,14,NA,NA,4,15,52,20,NA,25
B,3,2020-06-22,7,23,1,NA,5,9,26,38,NA,11
B,3,2020-06-29,2,1,3,NA,NA,1,19,NA,NA,13
B,3,2020-06-29,4,6,1,NA,NA,5,18,4,NA,11
B,3,2020-06-29,4,3,1,NA,1,4,19,4,NA,7
B,3,2020-06-29,3,1,4,NA,NA,4,20,NA,NA,14
B,3,2020-06-29,2,3,NA,NA,1,6,23,1,1,11
B,3,2020-07-03,8,0,0,0,0,5,2,0,0,0
B,3,2020-07-03,12,0,0,0,0,3,2,0,0,3
B,3,2020-07-03,1,0,0,0,0,0,10,0,0,8
B,3,2020-07-03,5,5,0,0,2,4,9,1,0,2
B,3,2020-07-03,1,0,0,0,0,0,2,0,0,0
B,3,2020-07-06,8,5,NA,NA,3,1,19,2,3,8
B,3,2020-07-06,5,2,2,NA,NA,5,10,1,1,12
B,3,2020-07-06,6,2,2,NA,NA,3,8,1,NA,6
B,3,2020-07-06,3,5,1,NA,NA,2,8,4,NA,5
B,3,2020-07-06,6,4,NA,NA,NA,2,24,3,NA,15
B,3,2020-07-20,6,2,4,NA,1,4,25,2,NA,3
B,3,2020-07-20,5,1,1,NA,2,2,28,1,NA,4
B,3,2020-07-20,5,1,NA,NA,NA,6,23,4,NA,14
B,3,2020-07-20,6,2,3,NA,1,3,26,2,NA,12
B,3,2020-07-20,3,2,2,NA,NA,4,25,5,NA,6
B,3,2020-07-27,2,NA,NA,NA,NA,5,14,3,NA,9
B,3,2020-07-27,2,3,2,NA,1,3,19,2,NA,6
B,3,2020-07-27,6,2,5,NA,NA,7,32,3,NA,14
B,3,2020-07-27,4,NA,2,NA,1,4,33,1,NA,33
B,3,2020-07-27,3,1,2,NA,2,5,24,3,NA,14
B,3,2020-08-03,2,5,0,0,2,2,17,5,0,18
B,3,2020-08-03,5,1,1,0,2,10,49,3,0,48
B,3,2020-08-03,1,2,1,0,0,1,23,0,0,11
B,3,2020-08-03,1,2,2,0,2,2,18,2,0,26
B,3,2020-08-03,6,9,0,0,0,9,15,2,0,13
B,3,2020-08-10,5,NA,NA,NA,1,1,24,2,NA,30
B,3,2020-08-10,2,2,1,NA,1,1,21,3,NA,15
B,3,2020-08-10,4,1,NA,NA,2,5,19,4,NA,27
B,3,2020-08-10,3,1,NA,NA,1,2,27,NA,NA,17
B,3,2020-08-10,NA,2,NA,NA,1,3,18,2,NA,7
B,3,2020-08-17,NA,3,NA,NA,NA,3,11,NA,NA,35
B,3,2020-08-17,1,3,NA,NA,NA,6,12,NA,NA,7
B,3,2020-08-17,2,4,NA,NA,4,3,10,NA,NA,11
B,3,2020-08-17,NA,NA,NA,NA,NA,6,10,NA,NA,6
B,3,2020-08-17,6,2,NA,NA,1,9,11,NA,NA,3
B,3,2020-08-24,1,NA,NA,NA,NA,1,8,NA,NA,4
B,3,2020-08-24,NA,NA,NA,NA,NA,1,7,NA,NA,10
B,3,2020-08-24,2,NA,NA,NA,NA,6,9,NA,NA,15
B,3,2020-08-24,2,NA,NA,NA,1,NA,8,NA,NA,5
B,3,2020-08-24,NA,NA,NA,NA,1,2,14,NA,NA,11
B,3,2020-09-14,2,2,1,NA,NA,NA,NA,NA,NA,2
B,3,2020-09-14,2,NA,NA,NA,NA,2,6,NA,NA,7
B,3,2020-09-14,2,NA,NA,NA,NA,1,5,NA,NA,4
B,3,2020-09-14,1,1,NA,NA,NA,NA,4,NA,NA,13
B,3,2020-09-14,3,NA,NA,NA,NA,1,2,NA,NA,7
B,3,2020-09-21,5,NA,NA,NA,NA,NA,3,NA,NA,9
B,3,2020-09-21,2,NA,NA,NA,NA,NA,14,NA,NA,2
B,3,2020-09-21,2,NA,NA,NA,NA,NA,7,NA,NA,9
B,3,2020-09-21,4,1,NA,NA,NA,1,5,NA,NA,4
B,3,2020-09-21,4,1,NA,NA,NA,NA,5,NA,NA,9
B,3,2020-09-28,2,NA,NA,NA,NA,1,14,NA,NA,14
B,3,2020-09-28,5,NA,NA,NA,1,NA,35,NA,NA,31
B,3,2020-09-28,8,NA,NA,NA,NA,NA,13,NA,NA,9
B,3,2020-09-28,2,1,NA,NA,NA,NA,7,NA,NA,10
B,3,2020-09-28,2,NA,NA,NA,NA,2,19,NA,NA,12
B,3,2020-10-05,NA,NA,NA,NA,NA,1,13,NA,NA,6
B,3,2020-10-05,1,NA,NA,NA,NA,NA,10,NA,NA,14
B,3,2020-10-05,NA,NA,NA,NA,NA,1,15,NA,NA,1
B,3,2020-10-05,NA,NA,NA,NA,1,NA,9,NA,NA,6
B,3,2020-10-05,1,NA,NA,NA,NA,1,5,NA,NA,13
B,3,2020-10-12,4,NA,NA,NA,NA,NA,27,NA,NA,13
B,3,2020-10-12,1,NA,NA,NA,NA,NA,2,NA,NA,4
B,3,2020-10-12,1,NA,NA,NA,NA,NA,11,1,NA,10
B,3,2020-10-12,5,NA,NA,NA,NA,NA,3,NA,NA,4
B,3,2020-10-12,4,NA,NA,NA,NA,3,3,NA,NA,3
B,3,2020-10-19,5,NA,NA,NA,NA,1,2,NA,NA,17
B,3,2020-10-19,NA,NA,NA,NA,NA,NA,4,NA,NA,2
B,3,2020-10-19,1,NA,NA,NA,NA,2,4,NA,NA,1
B,3,2020-10-19,NA,NA,NA,NA,NA,NA,19,NA,NA,5
B,3,2020-10-19,NA,NA,NA,NA,NA,NA,5,NA,NA,6
B,3,2020-10-26,5,NA,NA,NA,NA,NA,8,NA,NA,10
B,3,2020-10-26,1,NA,NA,NA,NA,1,3,NA,NA,4
B,3,2020-10-26,9,NA,NA,NA,NA,NA,4,NA,NA,9
B,3,2020-10-26,NA,NA,NA,NA,NA,NA,3,NA,NA,8
B,3,2020-10-26,4,NA,NA,NA,NA,NA,6,NA,NA,11
B,3,2020-11-02,1,NA,NA,NA,NA,NA,2,NA,NA,1
B,3,2020-11-02,NA,NA,NA,NA,NA,1,2,NA,NA,NA
B,3,2020-11-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,3,2020-11-02,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,3,2020-11-02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
B,3,2020-11-09,30,NA,NA,NA,NA,1,11,NA,NA,10
B,3,2020-11-16,3,2,NA,NA,NA,NA,2,NA,NA,5
B,3,2020-11-22,5,NA,NA,NA,1,NA,NA,NA,NA,NA
B,3,2020-11-30,1,NA,NA,NA,NA,NA,1,NA,NA,NA
B,3,2020-12-07,1,NA,NA,NA,NA,NA,1,NA,NA,1
1,4,2018-05-14,3,NA,NA,NA,NA,NA,35,4,NA,12
1,4,2018-05-21,4,NA,NA,NA,NA,3,18,1,NA,NA
1,4,2018-05-29,2,8,NA,NA,1,2,39,2,NA,6
1,4,2018-06-04,3,NA,NA,NA,NA,NA,30,8,NA,12
1,4,2018-06-11,NA,2,NA,NA,NA,2,20,5,NA,3
1,4,2018-06-18,1,NA,NA,NA,NA,5,28,4,NA,20
1,4,2018-06-25,NA,4,NA,NA,NA,2,30,6,NA,15
1,4,2018-07-02,21,NA,2,NA,NA,7,28,4,NA,22
1,4,2018-07-09,2,5,4,NA,1,4,15,1,NA,18
1,4,2018-07-16,12,6,3,NA,NA,3,28,7,NA,19
1,4,2018-07-23,5,2,NA,NA,NA,2,25,NA,NA,14
1,4,2018-07-30,NA,NA,1,NA,2,1,14,2,NA,1
1,4,2018-08-06,1,NA,NA,NA,1,NA,14,2,NA,5
1,4,2018-08-13,1,NA,NA,NA,NA,1,13,3,NA,NA
1,4,2018-08-20,NA,NA,1,NA,NA,NA,29,NA,NA,7
1,4,2018-08-27,NA,NA,1,NA,NA,NA,18,NA,NA,1
1,4,2018-09-04,1,1,NA,NA,1,NA,10,NA,NA,1
1,4,2018-09-10,NA,1,NA,NA,NA,NA,15,1,NA,3
1,4,2018-09-17,NA,NA,NA,NA,NA,NA,7,1,NA,5
1,4,2018-09-24,NA,NA,NA,NA,1,NA,11,NA,NA,4
1,4,2018-10-01,NA,NA,NA,NA,NA,NA,8,NA,NA,1
1,4,2018-10-08,NA,NA,NA,NA,NA,NA,7,2,NA,2
1,4,2018-10-15,14,NA,NA,NA,NA,NA,48,5,NA,2
1,4,2018-10-22,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
1,4,2018-10-29,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
1,4,2018-11-05,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
1,4,2018-11-12,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
10,4,2018-05-14,3,2,5,NA,1,3,40,NA,NA,9
10,4,2018-05-21,7,13,NA,NA,NA,5,50,1,NA,13
10,4,2018-05-29,8,NA,NA,NA,1,NA,30,2,NA,15
10,4,2018-06-04,1,4,NA,NA,NA,1,33,11,NA,15
10,4,2018-06-11,3,NA,NA,NA,NA,NA,22,4,NA,2
10,4,2018-06-18,3,1,3,NA,NA,5,46,8,NA,21
10,4,2018-06-25,NA,6,NA,NA,1,2,19,1,NA,30
10,4,2018-07-02,4,1,NA,NA,NA,NA,37,3,NA,29
10,4,2018-07-09,NA,NA,1,NA,1,2,18,5,NA,7
10,4,2018-07-16,2,2,1,NA,NA,1,21,3,NA,16
10,4,2018-07-23,5,3,1,NA,1,3,29,1,NA,25
10,4,2018-07-30,2,NA,2,NA,NA,1,9,NA,NA,1
10,4,2018-08-06,NA,NA,NA,NA,NA,1,11,3,NA,3
10,4,2018-08-13,NA,NA,NA,NA,NA,1,7,NA,NA,3
10,4,2018-08-20,1,NA,NA,NA,1,NA,20,1,NA,1
10,4,2018-08-27,NA,NA,NA,NA,NA,NA,9,1,NA,4
10,4,2018-09-04,NA,NA,NA,NA,NA,1,13,NA,NA,2
10,4,2018-09-10,NA,1,NA,NA,NA,NA,12,1,NA,2
10,4,2018-09-17,NA,NA,NA,NA,NA,NA,4,NA,NA,3
10,4,2018-09-24,NA,NA,NA,NA,NA,NA,10,1,NA,1
10,4,2018-10-01,NA,NA,NA,NA,NA,NA,17,NA,NA,6
10,4,2018-10-08,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
10,4,2018-10-15,NA,NA,NA,NA,NA,NA,12,1,NA,7
10,4,2018-10-22,NA,NA,NA,NA,NA,NA,7,NA,NA,1
10,4,2018-10-29,1,NA,NA,NA,NA,NA,2,NA,NA,NA
10,4,2018-11-05,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
10,4,2018-11-12,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
2,4,2018-05-14,6,NA,NA,NA,NA,1,87,8,NA,7
2,4,2018-05-21,2,3,NA,NA,NA,4,30,NA,NA,8
2,4,2018-05-29,4,1,2,NA,2,3,70,16,NA,3
2,4,2018-06-04,3,NA,NA,NA,NA,4,20,6,NA,8
2,4,2018-06-11,NA,NA,NA,NA,NA,1,31,2,NA,4
2,4,2018-06-18,2,2,NA,NA,NA,3,18,6,NA,9
2,4,2018-06-25,NA,3,NA,NA,NA,4,27,5,NA,14
2,4,2018-07-02,4,3,NA,NA,NA,5,7,2,NA,5
2,4,2018-07-09,5,2,3,NA,2,7,40,NA,NA,35
2,4,2018-07-16,4,3,2,NA,NA,3,12,4,NA,12
2,4,2018-07-23,3,1,1,NA,1,8,19,6,NA,2
2,4,2018-07-30,2,NA,NA,NA,1,1,16,NA,NA,6
2,4,2018-08-06,NA,NA,NA,NA,NA,NA,8,1,NA,3
2,4,2018-08-13,NA,NA,NA,NA,NA,1,11,1,NA,NA
2,4,2018-08-20,NA,NA,NA,NA,NA,NA,11,2,NA,2
2,4,2018-08-27,NA,NA,NA,NA,NA,1,4,1,NA,5
2,4,2018-09-04,NA,NA,NA,NA,NA,2,7,1,NA,4
2,4,2018-09-10,NA,NA,1,NA,NA,NA,10,1,NA,1
2,4,2018-09-17,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
2,4,2018-09-24,NA,1,NA,NA,NA,NA,2,NA,NA,2
2,4,2018-10-01,2,NA,NA,NA,NA,NA,9,1,NA,3
2,4,2018-10-08,1,NA,NA,NA,NA,NA,3,3,NA,2
2,4,2018-10-15,1,NA,NA,NA,NA,NA,5,1,NA,2
2,4,2018-10-22,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
2,4,2018-10-29,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
2,4,2018-11-05,4,NA,NA,NA,NA,NA,6,1,NA,NA
2,4,2018-11-12,1,NA,NA,NA,NA,NA,12,NA,NA,NA
3,4,2018-05-14,16,1,NA,NA,1,1,106,2,NA,13
3,4,2018-05-21,10,6,NA,NA,NA,4,71,4,NA,13
3,4,2018-05-29,4,1,NA,NA,NA,2,41,NA,NA,8
3,4,2018-06-04,NA,4,NA,NA,NA,5,23,12,NA,8
3,4,2018-06-11,1,NA,NA,NA,NA,1,27,5,NA,3
3,4,2018-06-18,1,3,1,NA,NA,5,30,4,NA,14
3,4,2018-06-25,1,NA,1,NA,NA,2,16,2,NA,36
3,4,2018-07-02,10,1,NA,NA,1,3,38,2,NA,16
3,4,2018-07-09,8,1,NA,NA,NA,3,10,7,NA,16
3,4,2018-07-16,4,1,1,NA,NA,7,43,1,NA,25
3,4,2018-07-23,4,3,4,NA,NA,3,22,3,NA,14
3,4,2018-07-30,3,NA,NA,NA,NA,1,11,2,NA,2
3,4,2018-08-06,NA,1,1,NA,NA,NA,4,2,NA,13
3,4,2018-08-13,NA,1,NA,NA,NA,NA,15,2,NA,2
3,4,2018-08-20,NA,NA,NA,NA,NA,NA,9,3,NA,3
3,4,2018-08-27,2,NA,NA,NA,NA,1,9,1,NA,1
3,4,2018-09-04,NA,NA,NA,NA,NA,NA,14,1,NA,2
3,4,2018-09-10,NA,NA,NA,NA,1,NA,6,2,NA,5
3,4,2018-09-17,NA,NA,NA,NA,NA,NA,7,NA,NA,3
3,4,2018-09-24,NA,NA,NA,NA,NA,NA,11,1,NA,1
3,4,2018-10-01,NA,NA,NA,NA,NA,NA,17,NA,NA,1
3,4,2018-10-08,1,NA,NA,NA,NA,NA,12,1,NA,4
3,4,2018-10-15,1,NA,NA,NA,NA,NA,38,1,NA,1
3,4,2018-10-22,NA,NA,NA,NA,NA,NA,9,2,NA,NA
3,4,2018-10-29,1,NA,NA,NA,NA,NA,7,NA,NA,NA
3,4,2018-11-05,1,NA,NA,NA,NA,NA,20,1,NA,NA
3,4,2018-11-12,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
4,4,2018-05-14,1,NA,NA,NA,NA,NA,43,NA,NA,8
4,4,2018-05-21,5,6,NA,NA,1,2,52,3,NA,4
4,4,2018-05-29,4,2,2,NA,NA,4,83,1,NA,18
4,4,2018-06-04,1,1,NA,NA,NA,2,31,19,NA,11
4,4,2018-06-11,1,1,NA,NA,NA,2,23,NA,NA,8
4,4,2018-06-18,NA,NA,NA,1,NA,4,28,4,NA,19
4,4,2018-06-25,NA,2,NA,NA,NA,4,25,1,NA,18
4,4,2018-07-02,2,NA,2,NA,2,NA,14,1,NA,9
4,4,2018-07-09,3,8,1,NA,1,2,40,4,NA,36
4,4,2018-07-16,2,NA,2,NA,NA,3,12,1,NA,16
4,4,2018-07-23,5,1,1,NA,NA,2,10,1,NA,2
4,4,2018-07-30,3,3,NA,NA,NA,2,13,NA,NA,3
4,4,2018-08-06,NA,1,NA,NA,NA,1,9,3,NA,3
4,4,2018-08-13,NA,1,NA,NA,NA,NA,17,2,NA,2
4,4,2018-08-20,NA,NA,NA,NA,1,NA,12,1,NA,2
4,4,2018-08-27,NA,NA,NA,NA,NA,NA,20,2,NA,1
4,4,2018-09-04,NA,NA,NA,NA,NA,NA,10,1,NA,2
4,4,2018-09-10,NA,NA,NA,NA,1,NA,5,NA,NA,NA
4,4,2018-09-17,NA,NA,NA,NA,NA,NA,3,3,NA,4
4,4,2018-09-24,NA,NA,NA,NA,NA,NA,9,NA,NA,3
4,4,2018-10-01,1,NA,NA,NA,NA,NA,7,1,NA,NA
4,4,2018-10-08,NA,NA,NA,NA,NA,NA,9,NA,NA,1
4,4,2018-10-15,2,NA,NA,NA,NA,NA,10,NA,NA,1
4,4,2018-10-22,1,NA,NA,NA,NA,NA,17,1,NA,NA
4,4,2018-10-29,1,NA,NA,NA,NA,NA,1,NA,NA,NA
4,4,2018-11-05,2,NA,NA,NA,NA,NA,11,NA,NA,NA
4,4,2018-11-12,2,NA,NA,NA,NA,NA,10,NA,NA,NA
5,4,2018-05-14,2,1,NA,NA,NA,NA,6,1,NA,1
5,4,2018-05-21,1,NA,NA,NA,NA,2,30,1,NA,NA
5,4,2018-05-29,1,7,NA,NA,1,8,48,8,NA,14
5,4,2018-06-04,3,3,NA,NA,NA,2,26,16,NA,10
5,4,2018-06-11,1,2,NA,NA,NA,3,25,1,NA,11
5,4,2018-06-18,1,5,1,NA,NA,7,41,18,NA,20
5,4,2018-06-25,NA,2,2,NA,NA,3,32,3,NA,12
5,4,2018-07-02,9,NA,NA,NA,NA,3,27,2,NA,14
5,4,2018-07-09,4,NA,NA,NA,NA,1,31,2,1,35
5,4,2018-07-16,2,2,NA,NA,NA,9,34,4,NA,15
5,4,2018-07-23,NA,4,NA,NA,NA,NA,6,NA,NA,11
5,4,2018-07-30,3,NA,NA,NA,NA,1,18,NA,NA,1
5,4,2018-08-06,2,NA,1,NA,2,1,9,NA,NA,1
5,4,2018-08-13,NA,NA,1,NA,1,NA,9,2,NA,3
5,4,2018-08-20,NA,NA,NA,NA,1,NA,13,NA,NA,3
5,4,2018-08-27,NA,NA,NA,NA,1,NA,5,3,NA,1
5,4,2018-09-04,NA,NA,NA,NA,NA,NA,16,4,NA,3
5,4,2018-09-10,1,NA,NA,NA,NA,1,11,NA,NA,4
5,4,2018-09-17,NA,NA,NA,NA,NA,NA,5,2,NA,4
5,4,2018-09-24,1,NA,NA,NA,NA,NA,6,NA,NA,2
5,4,2018-10-01,1,NA,NA,NA,NA,NA,4,NA,NA,2
5,4,2018-10-08,1,NA,NA,NA,NA,NA,16,1,NA,3
5,4,2018-10-15,2,NA,NA,NA,NA,NA,11,NA,NA,1
5,4,2018-10-22,1,1,NA,NA,NA,1,7,NA,NA,NA
5,4,2018-10-29,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
5,4,2018-11-05,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
5,4,2018-11-12,1,NA,NA,NA,NA,NA,38,NA,NA,NA
6,4,2018-05-14,4,1,NA,NA,NA,3,53,1,NA,3
6,4,2018-05-21,11,1,NA,NA,NA,3,74,1,NA,5
6,4,2018-05-29,7,6,NA,NA,1,7,30,13,NA,18
6,4,2018-06-04,4,5,NA,NA,NA,2,21,21,NA,6
6,4,2018-06-11,2,NA,NA,NA,NA,5,25,3,NA,14
6,4,2018-06-18,2,8,NA,NA,NA,3,35,5,NA,13
6,4,2018-06-25,2,NA,NA,NA,NA,1,31,3,NA,11
6,4,2018-07-02,1,NA,NA,NA,2,4,11,1,NA,4
6,4,2018-07-09,NA,NA,3,NA,1,3,18,2,NA,11
6,4,2018-07-16,6,1,NA,NA,NA,2,58,NA,NA,25
6,4,2018-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
6,4,2018-07-30,1,NA,NA,NA,NA,NA,2,NA,NA,1
6,4,2018-08-06,1,NA,NA,NA,NA,2,13,NA,NA,5
6,4,2018-08-13,1,1,NA,NA,NA,NA,13,NA,NA,2
6,4,2018-08-20,NA,NA,NA,NA,1,NA,12,3,NA,2
6,4,2018-08-27,NA,1,NA,NA,NA,1,6,4,NA,NA
6,4,2018-09-04,NA,1,NA,NA,NA,2,13,2,NA,4
6,4,2018-09-10,NA,NA,NA,NA,NA,NA,6,2,NA,2
6,4,2018-09-17,NA,NA,NA,NA,NA,NA,9,2,NA,2
6,4,2018-09-24,NA,NA,NA,NA,NA,NA,13,NA,NA,6
6,4,2018-10-01,1,NA,NA,NA,NA,NA,9,3,NA,3
6,4,2018-10-08,NA,NA,NA,NA,NA,NA,10,NA,NA,3
6,4,2018-10-15,NA,NA,NA,NA,NA,NA,4,3,NA,3
6,4,2018-10-22,NA,NA,NA,NA,NA,NA,20,1,NA,1
6,4,2018-10-29,NA,NA,NA,NA,NA,NA,17,4,NA,NA
6,4,2018-11-05,NA,NA,NA,NA,NA,NA,18,1,NA,NA
6,4,2018-11-12,NA,NA,NA,NA,NA,1,18,NA,NA,NA
7,4,2018-05-14,1,NA,NA,NA,NA,NA,14,NA,NA,NA
7,4,2018-05-21,1,6,NA,NA,NA,2,37,NA,NA,4
7,4,2018-05-29,4,2,NA,NA,NA,3,28,1,NA,7
7,4,2018-06-04,NA,NA,NA,NA,NA,3,35,3,NA,7
7,4,2018-06-11,5,9,1,NA,NA,3,27,7,NA,19
7,4,2018-06-18,1,1,1,NA,NA,4,26,8,NA,13
7,4,2018-06-25,NA,1,NA,NA,NA,NA,27,14,NA,23
7,4,2018-07-02,2,NA,NA,NA,NA,1,20,2,NA,18
7,4,2018-07-09,3,2,1,NA,1,4,49,4,NA,23
7,4,2018-07-16,NA,NA,1,NA,NA,1,19,1,NA,19
7,4,2018-07-23,1,1,1,NA,2,4,24,1,NA,19
7,4,2018-07-30,1,NA,NA,NA,1,1,6,NA,NA,4
7,4,2018-08-06,NA,NA,1,NA,1,1,9,1,NA,4
7,4,2018-08-13,NA,NA,NA,NA,NA,1,14,1,NA,2
7,4,2018-08-20,NA,NA,NA,NA,1,1,14,1,NA,2
7,4,2018-08-27,NA,NA,NA,NA,NA,NA,15,2,NA,4
7,4,2018-09-04,NA,NA,NA,NA,NA,NA,20,2,1,4
7,4,2018-09-10,NA,NA,NA,NA,NA,NA,11,NA,NA,4
7,4,2018-09-17,NA,NA,1,NA,NA,NA,5,1,NA,NA
7,4,2018-09-24,1,NA,NA,NA,NA,NA,8,NA,NA,1
7,4,2018-10-01,NA,NA,NA,NA,NA,NA,17,3,NA,1
7,4,2018-10-08,1,NA,NA,NA,NA,NA,19,NA,NA,NA
7,4,2018-10-15,NA,NA,NA,NA,NA,NA,3,1,NA,1
7,4,2018-10-22,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
7,4,2018-10-29,1,NA,NA,NA,NA,NA,8,NA,NA,NA
7,4,2018-11-05,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
7,4,2018-11-12,NA,NA,NA,NA,NA,1,5,NA,NA,NA
8,4,2018-05-14,5,2,NA,NA,1,2,30,2,NA,8
8,4,2018-05-21,3,5,NA,NA,NA,1,31,1,NA,3
8,4,2018-05-29,11,2,NA,NA,NA,2,46,1,NA,10
8,4,2018-06-04,4,1,NA,NA,NA,1,58,5,NA,9
8,4,2018-06-11,NA,4,NA,NA,NA,11,20,8,NA,13
8,4,2018-06-18,1,10,NA,1,1,5,16,8,NA,14
8,4,2018-06-25,4,3,NA,NA,NA,NA,40,9,NA,16
8,4,2018-07-02,5,3,NA,NA,NA,3,32,1,NA,28
8,4,2018-07-09,2,3,NA,NA,1,1,19,1,NA,11
