sample_id,side_or_trapnum,watershed,date,dipteran_large,terrestrial_large,caddisfly_large,mayfly_large,stonefly_large,other_large,dipteran_small,terrestrial_small,caddisfly_small,other_small,dup
NA,7,3,2018-08-27,3,NA,NA,NA,3,NA,14,NA,NA,2,0
NA,8,3,2018-08-27,2,NA,NA,NA,2,NA,13,NA,NA,NA,0
NA,9,3,2018-08-27,3,NA,NA,NA,NA,NA,17,NA,NA,1,0
NA,1,3,2018-09-04,2,NA,NA,NA,NA,NA,16,NA,NA,4,0
NA,10,3,2018-09-04,NA,1,NA,NA,NA,2,16,NA,NA,11,0
NA,2,3,2018-09-04,2,2,NA,NA,NA,2,17,2,NA,11,0
NA,3,3,2018-09-04,1,NA,1,NA,NA,2,16,1,NA,4,0
NA,4,3,2018-09-04,1,NA,NA,NA,4,2,13,NA,NA,10,0
NA,5,3,2018-09-04,4,1,NA,NA,NA,1,31,2,NA,24,0
NA,6,3,2018-09-04,3,NA,NA,NA,1,2,18,1,NA,14,0
NA,7,3,2018-09-04,2,4,NA,NA,NA,NA,13,NA,NA,9,0
NA,8,3,2018-09-04,4,NA,NA,NA,NA,1,18,NA,NA,2,0
NA,9,3,2018-09-04,1,NA,3,NA,2,2,13,NA,NA,1,0
NA,1,3,2018-09-10,2,NA,NA,NA,NA,2,14,NA,NA,9,0
NA,10,3,2018-09-10,2,2,NA,NA,NA,2,16,3,NA,6,0
NA,2,3,2018-09-10,3,NA,NA,NA,2,NA,18,NA,NA,18,0
NA,3,3,2018-09-10,4,NA,NA,NA,NA,1,13,1,NA,20,0
NA,4,3,2018-09-10,5,1,1,NA,NA,3,22,NA,NA,23,0
NA,5,3,2018-09-10,1,NA,NA,NA,NA,NA,16,NA,NA,5,0
NA,6,3,2018-09-10,NA,NA,NA,NA,NA,1,11,1,NA,10,0
NA,7,3,2018-09-10,1,2,NA,NA,NA,NA,24,NA,NA,8,0
NA,8,3,2018-09-10,3,NA,NA,NA,NA,1,9,NA,NA,5,0
NA,9,3,2018-09-10,NA,NA,NA,NA,1,NA,39,2,NA,13,0
NA,1,3,2018-09-17,NA,2,NA,NA,1,1,12,3,NA,7,0
NA,10,3,2018-09-17,2,NA,NA,NA,1,NA,9,3,NA,10,0
NA,2,3,2018-09-17,NA,NA,1,NA,NA,NA,18,NA,NA,5,0
NA,3,3,2018-09-17,2,NA,NA,NA,NA,1,10,1,NA,1,0
NA,4,3,2018-09-17,NA,NA,NA,NA,1,NA,9,NA,NA,6,0
NA,5,3,2018-09-17,2,NA,NA,NA,NA,1,9,2,NA,3,0
NA,6,3,2018-09-17,5,NA,NA,NA,NA,1,8,4,NA,2,0
NA,7,3,2018-09-17,4,NA,NA,NA,NA,NA,23,7,NA,6,0
NA,8,3,2018-09-17,2,1,NA,NA,NA,NA,18,2,NA,6,0
NA,9,3,2018-09-17,NA,NA,1,NA,NA,NA,6,1,NA,6,0
NA,1,3,2018-09-24,6,1,NA,NA,1,NA,28,NA,NA,2,0
NA,10,3,2018-09-24,3,NA,NA,NA,1,NA,30,2,NA,NA,0
NA,2,3,2018-09-24,3,NA,NA,NA,NA,1,36,1,NA,5,0
NA,3,3,2018-09-24,2,1,NA,NA,NA,1,26,NA,NA,4,0
NA,4,3,2018-09-24,1,NA,NA,NA,NA,2,14,2,NA,6,0
NA,5,3,2018-09-24,1,NA,NA,NA,NA,NA,37,2,NA,3,0
NA,6,3,2018-09-24,3,NA,NA,NA,NA,NA,19,NA,NA,6,0
NA,7,3,2018-09-24,NA,3,NA,NA,NA,NA,50,2,NA,7,0
NA,8,3,2018-09-24,NA,1,1,NA,2,NA,45,NA,NA,4,0
NA,9,3,2018-09-24,3,1,NA,NA,1,NA,14,2,NA,4,0
NA,1,3,2018-10-01,3,NA,NA,NA,NA,1,40,NA,NA,NA,0
NA,10,3,2018-10-01,5,NA,NA,NA,NA,NA,44,NA,NA,2,0
NA,2,3,2018-10-01,2,NA,NA,NA,NA,1,43,NA,NA,NA,0
NA,3,3,2018-10-01,4,NA,NA,NA,NA,1,17,NA,NA,NA,0
NA,4,3,2018-10-01,4,NA,NA,NA,NA,NA,19,NA,NA,2,0
NA,5,3,2018-10-01,2,NA,NA,NA,NA,NA,31,NA,NA,4,0
NA,6,3,2018-10-01,3,NA,NA,NA,NA,1,33,NA,NA,1,0
NA,7,3,2018-10-01,2,1,NA,NA,NA,NA,31,NA,NA,1,0
NA,8,3,2018-10-01,2,NA,NA,NA,NA,NA,35,NA,NA,1,0
NA,9,3,2018-10-01,5,NA,NA,NA,NA,NA,40,NA,NA,NA,0
NA,1,3,2018-10-08,1,NA,NA,NA,NA,NA,14,NA,NA,NA,0
NA,10,3,2018-10-08,5,NA,NA,NA,NA,2,25,NA,NA,NA,0
NA,2,3,2018-10-08,1,NA,NA,NA,NA,1,14,NA,NA,1,0
NA,3,3,2018-10-08,NA,1,NA,NA,NA,NA,24,NA,NA,NA,0
NA,4,3,2018-10-08,1,NA,NA,NA,NA,1,20,NA,NA,4,0
NA,5,3,2018-10-08,2,NA,NA,NA,NA,NA,20,NA,NA,2,0
NA,6,3,2018-10-08,4,NA,NA,NA,NA,1,19,NA,NA,NA,0
NA,7,3,2018-10-08,1,NA,NA,NA,NA,NA,25,NA,NA,NA,0
NA,8,3,2018-10-08,2,NA,NA,NA,NA,NA,26,NA,NA,1,0
NA,9,3,2018-10-08,1,NA,NA,NA,NA,NA,24,NA,NA,1,0
NA,1,3,2018-10-15,3,NA,NA,NA,NA,NA,24,NA,NA,NA,0
NA,10,3,2018-10-15,2,NA,NA,NA,NA,NA,18,NA,NA,2,0
NA,2,3,2018-10-15,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,0
NA,3,3,2018-10-15,3,NA,NA,NA,NA,NA,41,NA,NA,1,0
NA,4,3,2018-10-15,1,NA,NA,NA,NA,NA,17,NA,NA,1,0
NA,5,3,2018-10-15,3,NA,NA,NA,NA,NA,31,NA,NA,NA,0
NA,6,3,2018-10-15,5,NA,NA,NA,NA,NA,37,NA,NA,NA,0
NA,7,3,2018-10-15,2,NA,NA,NA,NA,NA,8,NA,NA,1,0
NA,8,3,2018-10-15,2,NA,NA,NA,NA,NA,17,NA,NA,2,0
NA,9,3,2018-10-15,1,NA,NA,NA,NA,NA,23,NA,NA,4,0
NA,1,3,2018-10-22,1,NA,NA,NA,NA,NA,5,NA,NA,NA,0
NA,10,3,2018-10-22,2,1,NA,NA,NA,NA,8,NA,NA,NA,0
NA,2,3,2018-10-22,2,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,3,3,2018-10-22,1,NA,NA,NA,NA,NA,7,NA,NA,1,0
NA,4,3,2018-10-22,1,1,NA,NA,NA,2,9,NA,NA,2,0
NA,5,3,2018-10-22,17,1,NA,NA,NA,NA,10,NA,NA,1,0
NA,6,3,2018-10-22,16,NA,NA,NA,1,NA,8,NA,NA,2,0
NA,7,3,2018-10-22,5,1,NA,NA,NA,NA,4,NA,NA,NA,0
NA,8,3,2018-10-22,1,NA,NA,NA,NA,NA,4,NA,NA,NA,0
NA,9,3,2018-10-22,1,1,NA,NA,NA,NA,3,NA,NA,NA,0
NA,1,3,2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,10,3,2018-10-29,NA,1,NA,NA,NA,NA,3,NA,NA,NA,0
NA,2,3,2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,3,3,2018-10-29,1,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,4,3,2018-10-29,2,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,5,3,2018-10-29,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,6,3,2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
NA,7,3,2018-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
NA,8,3,2018-10-29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0
NA,9,3,2018-10-29,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0
NA,1,3,2018-11-05,2,NA,NA,NA,NA,NA,9,NA,NA,NA,0
NA,10,3,2018-11-05,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0
NA,2,3,2018-11-05,NA,NA,NA,NA,NA,NA,2,NA,NA,1,0
NA,3,3,2018-11-05,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,0
NA,4,3,2018-11-05,2,NA,NA,NA,NA,NA,3,1,NA,NA,0
NA,5,3,2018-11-05,2,NA,NA,NA,NA,NA,6,NA,NA,NA,0
NA,6,3,2018-11-05,2,NA,NA,NA,NA,NA,6,1,NA,1,0
NA,7,3,2018-11-05,NA,NA,NA,NA,NA,1,5,NA,NA,NA,0
NA,8,3,2018-11-05,3,NA,NA,NA,NA,NA,5,1,NA,NA,0
NA,9,3,2018-11-05,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,0
NA,1,3,2018-11-12,2,NA,NA,NA,NA,NA,5,1,NA,NA,0
NA,10,3,2018-11-12,NA,NA,NA,NA,NA,NA,2,NA,NA,1,0
NA,2,3,2018-11-12,1,NA,NA,NA,NA,NA,6,NA,NA,1,0
NA,3,3,2018-11-12,2,NA,NA,NA,NA,NA,13,1,NA,NA,0
NA,4,3,2018-11-12,NA,NA,NA,NA,NA,NA,17,2,NA,NA,0
NA,5,3,2018-11-12,2,NA,NA,NA,NA,NA,1,NA,NA,1,0
NA,6,3,2018-11-12,2,1,NA,NA,NA,NA,3,NA,NA,NA,0
NA,7,3,2018-11-12,5,NA,NA,NA,NA,NA,26,NA,NA,NA,0
NA,8,3,2018-11-12,1,NA,NA,NA,NA,NA,7,NA,NA,NA,0
NA,9,3,2018-11-12,1,NA,NA,NA,NA,NA,2,NA,NA,NA,0
ST190016,A,3,2019-03-25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190016,B,3,2019-03-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190051,A,3,2019-04-01,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190051,B,3,2019-04-01,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0
ST190091,A,3,2019-04-15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190091,B,3,2019-04-15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190096,A,3,2019-04-15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190096,B,3,2019-04-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190031,A,3,2019-04-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190031,B,3,2019-04-22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190171,A,3,2019-04-29,8,1,NA,NA,NA,1,7,NA,NA,2,0
ST190171,B,3,2019-04-29,9,NA,NA,NA,1,1,6,NA,NA,2,0
ST190172,A,3,2019-04-29,2,1,NA,NA,NA,NA,3,NA,NA,2,0
ST190172,B,3,2019-04-29,1,NA,NA,NA,NA,NA,5,NA,NA,2,0
ST190173,A,3,2019-04-29,4,NA,1,NA,NA,NA,4,1,NA,1,0
ST190173,B,3,2019-04-29,2,2,NA,NA,1,NA,4,NA,NA,2,0
ST190174,A,3,2019-04-29,2,NA,NA,NA,NA,NA,4,NA,NA,5,0
ST190174,B,3,2019-04-29,3,NA,NA,NA,NA,NA,4,NA,NA,4,0
ST190175,A,3,2019-04-29,5,NA,NA,NA,1,1,5,NA,NA,2,0
ST190175,B,3,2019-04-29,3,5,NA,NA,NA,NA,11,NA,NA,5,0
ST190176,A,3,2019-04-29,5,1,NA,NA,NA,NA,3,NA,NA,3,0
ST190176,B,3,2019-04-29,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0
ST190177,A,3,2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190177,B,3,2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190178,A,3,2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190178,B,3,2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190179,A,3,2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190179,B,3,2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190180,A,3,2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190180,B,3,2019-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190211,A,3,2019-05-06,2,1,NA,NA,NA,NA,11,NA,NA,2,0
ST190211,B,3,2019-05-06,10,NA,NA,NA,NA,NA,15,NA,NA,2,0
ST190212,A,3,2019-05-06,7,NA,NA,NA,NA,NA,12,1,NA,1,0
ST190212,B,3,2019-05-06,6,1,NA,NA,NA,NA,18,NA,NA,3,0
ST190213,A,3,2019-05-06,7,NA,NA,NA,NA,NA,10,1,NA,1,0
ST190213,B,3,2019-05-06,8,NA,NA,NA,NA,NA,25,NA,NA,1,0
ST190214,A,3,2019-05-06,19,1,NA,NA,1,NA,27,NA,NA,3,0
ST190214,B,3,2019-05-06,4,1,NA,NA,NA,NA,13,NA,NA,NA,0
ST190215,A,3,2019-05-06,4,1,NA,NA,NA,NA,6,1,NA,1,0
ST190215,B,3,2019-05-06,10,1,NA,NA,NA,NA,10,NA,NA,5,0
ST190251,A,3,2019-05-13,5,NA,NA,NA,NA,1,83,NA,NA,1,0
ST190251,B,3,2019-05-13,1,NA,NA,NA,NA,NA,52,1,NA,1,0
ST190252,A,3,2019-05-13,6,NA,1,NA,NA,NA,65,NA,NA,4,0
ST190252,B,3,2019-05-13,4,3,NA,NA,NA,NA,67,1,NA,2,0
ST190253,A,3,2019-05-13,5,1,1,NA,NA,NA,41,1,NA,NA,0
ST190253,B,3,2019-05-13,3,1,NA,NA,NA,NA,28,NA,NA,1,0
ST190254,A,3,2019-05-13,2,2,NA,NA,NA,NA,63,3,NA,2,0
ST190254,B,3,2019-05-13,NA,NA,NA,NA,NA,NA,24,NA,NA,3,0
ST190255,A,3,2019-05-13,4,NA,NA,NA,NA,NA,25,1,NA,2,0
ST190255,B,3,2019-05-13,4,NA,NA,NA,NA,NA,58,NA,NA,5,0
ST190291,A,3,2019-05-20,4,1,NA,NA,NA,1,158,NA,NA,7,0
ST190291,B,3,2019-05-21,5,NA,NA,NA,NA,1,162,NA,NA,6,0
ST190292,A,3,2019-05-22,1,1,NA,NA,NA,3,119,NA,NA,11,0
ST190292,B,3,2019-05-23,2,NA,NA,NA,1,NA,90,3,NA,7,0
ST190293,A,3,2019-05-24,7,NA,NA,NA,NA,1,110,8,NA,5,0
ST190293,B,3,2019-05-25,12,NA,NA,NA,NA,3,219,11,NA,13,0
ST190294,A,3,2019-05-26,2,1,NA,NA,NA,1,143,4,NA,10,0
ST190294,B,3,2019-05-27,4,2,NA,NA,NA,2,92,5,NA,8,0
ST190295,A,3,2019-05-28,6,1,NA,NA,NA,2,116,3,NA,11,0
ST190331,A,3,2019-05-28,2,NA,NA,NA,1,3,134,13,NA,8,0
ST190295,B,3,2019-05-29,12,1,NA,NA,NA,4,158,7,NA,4,0
ST190331,B,3,2019-05-29,7,2,NA,NA,1,NA,194,5,NA,11,0
ST190332,A,3,2019-05-30,2,1,NA,1,NA,2,293,11,NA,13,0
ST190332,B,3,2019-05-31,4,1,NA,NA,2,2,76,NA,NA,2,0
ST190333,A,3,2019-06-01,5,NA,1,NA,NA,1,329,NA,NA,11,0
ST190333,B,3,2019-06-02,12,NA,NA,NA,NA,6,221,5,NA,9,0
ST190371,A,3,2019-06-02,6,1,NA,NA,1,2,71,NA,NA,5,0
ST190371,B,3,2019-06-02,NA,NA,NA,NA,NA,2,64,NA,NA,4,0
ST190372,A,3,2019-06-02,12,4,NA,NA,NA,3,82,1,NA,2,0
ST190372,B,3,2019-06-02,7,4,NA,NA,NA,NA,55,NA,NA,1,0
ST190373,A,3,2019-06-02,3,1,NA,NA,NA,NA,65,NA,NA,4,0
ST190373,B,3,2019-06-02,4,4,NA,NA,NA,1,91,NA,NA,1,0
ST190374,A,3,2019-06-02,4,NA,1,NA,NA,NA,72,NA,NA,NA,0
ST190374,B,3,2019-06-02,6,1,NA,NA,NA,NA,61,NA,NA,NA,0
ST190375,A,3,2019-06-02,16,2,NA,NA,NA,NA,59,NA,NA,4,0
ST190375,B,3,2019-06-02,18,NA,NA,NA,NA,NA,78,NA,NA,1,0
ST190334,A,3,2019-06-03,19,4,NA,NA,NA,4,263,11,NA,4,0
ST190334,B,3,2019-06-04,10,7,NA,NA,NA,NA,149,2,NA,5,0
ST190335,A,3,2019-06-05,5,NA,NA,NA,1,1,192,12,NA,NA,0
ST190335,B,3,2019-06-06,13,1,NA,NA,NA,7,186,9,NA,7,0
ST190411,A,3,2019-06-10,15,15,5,1,2,5,178,2,NA,14,0
ST190411,B,3,2019-06-10,15,14,1,NA,1,9,105,NA,NA,1,0
ST190412,A,3,2019-06-10,18,8,1,NA,1,21,213,NA,NA,5,0
ST190412,B,3,2019-06-10,7,11,NA,NA,2,17,242,NA,NA,4,0
ST190413,A,3,2019-06-10,10,10,3,NA,1,6,298,NA,NA,9,0
ST190413,B,3,2019-06-10,10,18,5,NA,5,7,139,NA,NA,9,0
ST190414,A,3,2019-06-10,8,19,2,NA,1,9,230,NA,NA,5,0
ST190414,B,3,2019-06-10,5,9,2,NA,1,7,216,NA,NA,21,0
ST190415,A,3,2019-06-10,1,8,2,NA,1,5,239,NA,NA,10,0
ST190415,B,3,2019-06-10,3,14,3,NA,1,6,204,NA,NA,NA,0
ST200211,A,3,2020-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST201571,B,3,2020-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190016,B,4,2019-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
ST190096,B,4,2019-04-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
ST190096,B,4,2019-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
ST190216,A,4,2019-05-06,2,4,NA,NA,NA,2,15,1,NA,3,0
ST190216,B,4,2019-05-06,1,NA,NA,NA,NA,1,5,1,NA,2,0
ST190217,A,4,2019-05-06,4,NA,NA,NA,NA,1,9,1,NA,2,0
ST190217,B,4,2019-05-06,9,2,NA,NA,NA,NA,22,4,NA,2,0
ST190218,A,4,2019-05-06,23,NA,NA,NA,NA,1,31,3,NA,2,0
ST190218,B,4,2019-05-06,6,1,NA,NA,NA,NA,11,2,NA,1,0
ST190219,A,4,2019-05-06,2,1,NA,NA,NA,NA,8,1,NA,4,0
ST190219,B,4,2019-05-06,3,NA,NA,NA,NA,1,9,NA,NA,1,0
ST190220,A,4,2019-05-06,2,1,NA,NA,NA,NA,12,2,NA,3,0
ST190220,B,4,2019-05-06,3,NA,NA,NA,NA,2,10,3,NA,1,0
ST190256,A,4,2019-05-13,NA,NA,NA,NA,NA,NA,25,NA,NA,3,0
ST190256,B,4,2019-05-13,1,NA,NA,NA,NA,1,74,NA,NA,2,0
ST190257,A,4,2019-05-13,4,NA,NA,NA,NA,3,35,2,NA,4,0
ST190257,B,4,2019-05-13,10,1,NA,NA,NA,NA,196,3,NA,7,0
ST190258,A,4,2019-05-13,2,NA,NA,NA,NA,NA,23,2,NA,2,0
ST190258,B,4,2019-05-13,6,2,NA,NA,NA,NA,45,13,NA,2,0
ST190259,A,4,2019-05-13,NA,NA,NA,NA,NA,NA,22,1,NA,2,0
ST190259,B,4,2019-05-13,NA,NA,NA,NA,NA,NA,29,1,NA,NA,0
ST190260,A,4,2019-05-13,6,NA,NA,NA,NA,1,45,7,NA,2,0
ST190260,B,4,2019-05-13,3,NA,NA,NA,NA,NA,24,5,NA,4,0
ST190296,A,4,2019-05-20,3,3,NA,NA,NA,NA,88,3,NA,5,0
ST190296,B,4,2019-05-20,6,4,NA,NA,NA,NA,76,13,NA,3,0
ST190297,A,4,2019-05-20,5,2,NA,NA,NA,NA,102,8,NA,10,0
ST190297,B,4,2019-05-20,5,NA,NA,NA,NA,NA,64,5,NA,7,0
ST190298,A,4,2019-05-20,12,NA,NA,NA,NA,NA,88,8,NA,9,0
ST190298,B,4,2019-05-20,22,NA,NA,NA,NA,NA,174,11,NA,8,0
ST190299,A,4,2019-05-20,2,NA,NA,NA,NA,NA,65,NA,NA,NA,0
ST190299,B,4,2019-05-20,1,NA,NA,NA,NA,1,77,2,NA,5,0
ST190300,A,4,2019-05-20,8,NA,NA,NA,NA,NA,98,11,NA,2,0
ST190300,B,4,2019-05-20,6,NA,NA,NA,NA,2,70,4,NA,3,0
ST190336,A,4,2019-05-28,7,NA,NA,NA,NA,1,107,3,NA,2,0
ST190336,B,4,2019-05-28,4,2,NA,NA,NA,1,97,5,NA,2,0
ST190337,A,4,2019-05-28,2,NA,NA,NA,NA,1,109,3,NA,6,0
ST190337,B,4,2019-05-28,6,1,NA,NA,NA,2,100,15,NA,5,0
ST190338,A,4,2019-05-28,6,6,NA,NA,NA,1,148,5,NA,7,0
ST190338,B,4,2019-05-28,1,2,NA,NA,NA,NA,136,NA,NA,6,0
ST190339,A,4,2019-05-28,14,NA,NA,NA,NA,2,159,9,NA,6,0
ST190339,B,4,2019-05-28,20,5,NA,NA,NA,1,99,NA,NA,4,0
ST190340,A,4,2019-05-28,4,NA,NA,NA,1,NA,195,5,NA,6,0
ST190340,B,4,2019-05-28,7,1,NA,NA,NA,NA,117,6,NA,9,0
ST190376,A,4,2019-06-02,7,NA,1,NA,NA,NA,17,NA,NA,3,0
ST190376,B,4,2019-06-02,6,4,NA,NA,NA,NA,25,NA,NA,NA,0
ST190377,A,4,2019-06-02,5,1,1,NA,NA,NA,21,NA,NA,1,0
ST190377,B,4,2019-06-02,NA,3,NA,NA,NA,NA,28,NA,NA,3,0
ST190378,A,4,2019-06-02,8,NA,NA,NA,NA,NA,37,NA,NA,5,0
ST190378,B,4,2019-06-02,4,2,NA,NA,NA,NA,25,NA,NA,2,0
ST190379,A,4,2019-06-02,3,NA,NA,NA,NA,NA,17,NA,NA,1,0
ST190379,B,4,2019-06-02,5,NA,NA,NA,1,NA,32,NA,NA,2,0
ST190380,A,4,2019-06-02,20,1,NA,NA,NA,3,40,NA,NA,NA,0
ST190380,B,4,2019-06-02,5,1,NA,NA,1,NA,21,NA,NA,2,0
ST190416,A,4,2019-06-10,12,14,NA,NA,NA,3,77,NA,NA,4,0
ST190416,B,4,2019-06-10,6,8,1,NA,NA,1,35,NA,NA,NA,0
ST190417,A,4,2019-06-10,5,34,NA,NA,NA,6,36,NA,NA,4,0
ST190417,B,4,2019-06-10,9,23,3,NA,NA,9,60,3,NA,5,0
ST190418,A,4,2019-06-10,5,7,NA,NA,NA,2,59,NA,NA,4,0
ST190418,B,4,2019-06-10,6,8,NA,NA,NA,5,95,NA,NA,3,0
ST190419,A,4,2019-06-10,5,12,NA,NA,1,NA,54,NA,NA,6,0
ST190419,B,4,2019-06-10,2,4,NA,NA,2,2,31,1,NA,2,0
ST190420,A,4,2019-06-10,8,14,NA,NA,NA,NA,96,NA,NA,3,0
ST190420,B,4,2019-06-10,6,16,1,NA,NA,NA,65,3,NA,2,0
ST190451,A,4,2019-06-17,4,NA,NA,NA,3,1,86,3,NA,NA,0
ST190451,B,4,2019-06-17,3,3,NA,NA,2,4,74,1,NA,4,0
ST190452,A,4,2019-06-17,5,4,NA,NA,1,NA,82,11,NA,1,0
ST190452,B,4,2019-06-17,4,1,NA,NA,1,1,88,4,NA,4,0
ST190453,A,4,2019-06-17,1,2,1,NA,1,2,71,3,NA,14,0
ST190453,B,4,2019-06-17,2,2,1,NA,NA,1,87,7,NA,2,0
ST190454,A,4,2019-06-17,1,1,NA,NA,1,2,66,9,NA,3,0
ST190454,B,4,2019-06-17,1,1,NA,NA,NA,2,88,6,NA,2,0
ST190455,A,4,2019-06-17,2,4,1,NA,NA,3,41,1,NA,4,0
ST190455,B,4,2019-06-17,NA,3,NA,NA,NA,4,80,10,NA,3,0
ST190456,A,4,2019-06-17,NA,4,NA,1,NA,NA,22,8,NA,3,0
ST190456,B,4,2019-06-17,2,8,NA,NA,NA,1,22,7,NA,3,0
ST190457,A,4,2019-06-17,3,2,NA,NA,1,3,33,NA,NA,NA,0
ST190457,B,4,2019-06-17,2,4,NA,NA,NA,1,37,7,NA,2,0
ST190458,A,4,2019-06-17,1,2,NA,NA,NA,5,22,2,NA,5,0
ST190458,B,4,2019-06-17,2,3,NA,NA,NA,2,32,3,NA,NA,0
ST190459,A,4,2019-06-17,3,3,NA,1,1,1,31,2,NA,12,0
ST190459,B,4,2019-06-17,NA,4,NA,NA,1,2,20,5,NA,NA,0
ST190460,A,4,2019-06-17,2,4,NA,NA,2,1,36,3,NA,7,0
ST190460,B,4,2019-06-17,NA,2,NA,NA,NA,2,14,6,NA,6,0
ST190491,A,4,2019-06-24,1,2,1,NA,2,4,108,1,NA,NA,0
ST190491,B,4,2019-06-24,2,NA,2,NA,NA,6,81,10,NA,2,0
ST190492,A,4,2019-06-24,NA,NA,NA,NA,1,1,50,12,NA,1,0
ST190492,B,4,2019-06-24,2,1,NA,NA,NA,3,73,7,NA,1,0
ST190493,A,4,2019-06-24,3,1,NA,NA,1,2,49,7,1,3,0
ST190493,B,4,2019-06-24,NA,3,NA,NA,NA,2,101,11,NA,2,0
ST190494,A,4,2019-06-24,1,NA,NA,NA,3,4,42,3,NA,3,0
ST190494,B,4,2019-06-24,2,1,NA,NA,NA,1,76,7,NA,NA,0
ST190495,A,4,2019-06-24,1,1,NA,NA,NA,4,39,3,NA,1,0
ST190495,B,4,2019-06-24,5,3,NA,NA,NA,1,81,7,NA,3,0
ST190496,A,4,2019-06-24,4,5,NA,NA,1,7,25,8,NA,9,0
ST190496,B,4,2019-06-24,1,4,NA,NA,NA,4,29,6,NA,8,0
ST190497,A,4,2019-06-24,2,NA,NA,1,NA,2,13,2,NA,7,0
ST190497,B,4,2019-06-24,2,1,NA,NA,NA,9,39,1,NA,10,0
ST190498,A,4,2019-06-24,1,3,NA,NA,NA,5,39,11,NA,4,0
ST190498,B,4,2019-06-24,2,6,NA,NA,1,9,47,5,NA,5,0
ST190499,A,4,2019-06-24,2,1,2,NA,1,8,49,4,NA,8,0
ST190499,B,4,2019-06-24,NA,2,1,NA,NA,3,19,2,NA,1,0
ST190500,A,4,2019-06-24,3,3,1,NA,6,1,26,5,NA,2,0
ST190500,B,4,2019-06-24,2,6,NA,NA,NA,3,21,5,NA,2,0
ST190531,A,4,2019-07-01,3,NA,NA,NA,1,NA,28,3,NA,1,0
ST190531,B,4,2019-07-01,4,3,2,NA,NA,NA,74,6,NA,1,0
ST190532,A,4,2019-07-01,1,1,1,NA,2,2,32,10,NA,7,0
ST190532,B,4,2019-07-01,NA,NA,NA,NA,1,3,41,17,NA,4,0
ST190533,A,4,2019-07-01,NA,3,3,NA,NA,1,43,12,NA,6,0
ST190533,B,4,2019-07-01,3,3,6,NA,1,2,64,7,NA,2,0
ST190534,A,4,2019-07-01,4,NA,1,NA,1,6,49,5,NA,1,0
ST190534,B,4,2019-07-01,1,3,NA,2,3,NA,65,4,NA,2,0
ST190535,A,4,2019-07-01,8,5,1,NA,3,1,148,24,NA,2,0
ST190535,B,4,2019-07-01,5,NA,1,NA,3,3,52,13,NA,1,0
ST190536,A,4,2019-07-01,5,4,NA,NA,2,2,31,9,NA,7,0
ST190536,B,4,2019-07-01,1,5,2,NA,NA,2,12,1,NA,2,0
ST190537,A,4,2019-07-01,2,4,2,NA,NA,4,45,17,NA,7,0
ST190537,B,4,2019-07-01,NA,1,NA,NA,2,4,25,NA,NA,9,0
